name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12854.8,0.272742,11.9404,-12874.8,-12854.4,-12835.8,1916.62,0.0168493,1.00066
"accept_stat__",0.860559,0.0051959,0.188749,0.444993,0.925951,0.997512,1319.62,0.011601,1.00951
"stepsize__",0.16189,0.00745694,0.00913971,0.154748,0.156133,0.17479,1.50225,1.32065e-05,8.94872e+12
"treedepth__",4.73017,0.0236193,0.788539,3,5,5,1114.58,0.00979843,1.00089
"n_leapfrog__",28.835,0.189009,6.36162,11,31,31,1132.84,0.00995895,1.00091
"divergent__",0.1415,0.0084379,0.348566,0,0,1,1706.48,0.0150019,1.00079
"energy__",12983.7,0.391594,16.6867,12956.5,12983.4,13011.3,1815.81,0.015963,1.00115
"r[1]",0.26,0.0017,0.14,0.083,0.23,0.53,7401,0.065,1.00
"r[2]",0.26,0.0017,0.14,0.083,0.24,0.51,6990,0.061,1.0
"r[3]",0.37,0.0023,0.18,0.12,0.34,0.71,6642,0.058,1.00
"r[4]",0.27,0.0019,0.15,0.076,0.24,0.56,6534,0.057,1.0
"r[5]",3.0,0.0096,0.79,1.8,2.9,4.4,6729,0.059,1.00
"r[6]",2.8,0.0099,0.78,1.6,2.7,4.2,6203,0.055,1.0
"r[7]",0.62,0.0031,0.27,0.24,0.59,1.1,7735,0.068,1.00
"r[8]",1.1,0.0041,0.36,0.60,1.1,1.8,7564,0.066,1.0
"r[9]",1.2,0.0057,0.43,0.54,1.1,1.9,5616,0.049,1.00
"r[10]",1.7,0.0058,0.50,0.98,1.7,2.6,7406,0.065,1.00
"r[11]",1.8,0.0063,0.54,0.99,1.8,2.8,7447,0.065,1.0
"r[12]",1.5,0.0068,0.52,0.78,1.5,2.5,5892,0.052,1.0
"r[13]",1.0,0.0075,0.51,0.31,0.94,2.0,4659,0.041,1.0
"r[14]",2.2,0.012,0.76,1.1,2.1,3.5,4209,0.037,1.0
"r[15]",1.8,0.0056,0.51,1.0,1.8,2.7,8291,0.073,1.00
"r[16]",2.5,0.0075,0.59,1.6,2.4,3.5,6219,0.055,1.00
"r[17]",0.67,0.0032,0.27,0.29,0.64,1.2,7193,0.063,1.00
"r[18]",0.76,0.0033,0.29,0.35,0.73,1.3,7553,0.066,1.00
"r[19]",0.95,0.0044,0.38,0.41,0.90,1.6,7339,0.065,1.0
"r[20]",1.1,0.0056,0.45,0.49,1.1,2.0,6604,0.058,1.00
"r[21]",0.31,0.0019,0.17,0.095,0.28,0.61,7482,0.066,1.00
"r[22]",1.3,0.0047,0.37,0.78,1.3,2.0,6124,0.054,1.00
"r[23]",1.8,0.0050,0.46,1.1,1.7,2.6,8185,0.072,1.00
"r[24]",0.82,0.0035,0.30,0.39,0.78,1.4,7573,0.067,1.00
"r[25]",0.51,0.0031,0.25,0.18,0.47,0.98,6623,0.058,1.0
"r[26]",0.98,0.0043,0.35,0.48,0.93,1.6,6792,0.060,1.00
"r[27]",0.65,0.0036,0.33,0.22,0.60,1.3,8216,0.072,1.00
"r[28]",1.5,0.0053,0.48,0.76,1.4,2.3,8461,0.074,1.0
"r[29]",1.9,0.0069,0.62,1.0,1.8,3.0,8022,0.071,1.00
"r[30]",1.3,0.0076,0.59,0.48,1.3,2.4,6056,0.053,1.0
"r[31]",0.36,0.0020,0.16,0.14,0.33,0.66,6522,0.057,1.0
"r[32]",0.17,0.0011,0.099,0.054,0.15,0.36,7762,0.068,1.00
"r[33]",0.85,0.0032,0.28,0.46,0.82,1.4,7531,0.066,1.00
"r[34]",0.28,0.0017,0.15,0.091,0.25,0.56,7843,0.069,1.00
"r[35]",0.72,0.0030,0.26,0.35,0.69,1.2,7357,0.065,1.00
"r[36]",0.28,0.0016,0.15,0.095,0.26,0.56,8079,0.071,1.0
"r[37]",1.0,0.0037,0.31,0.58,0.99,1.6,7157,0.063,1.00
"r[38]",0.76,0.0031,0.26,0.39,0.73,1.2,7052,0.062,1.00
"r[39]",0.64,0.0032,0.27,0.27,0.60,1.1,6803,0.060,1.00
"r[40]",1.6,0.0051,0.42,0.96,1.5,2.3,6851,0.060,1.0
"r[41]",1.1,0.0043,0.36,0.58,1.1,1.8,7137,0.063,1.00
"r[42]",0.51,0.0025,0.23,0.20,0.47,0.93,8226,0.072,1.00
"r[43]",0.27,0.0020,0.17,0.073,0.23,0.60,7341,0.065,1.00
"r[44]",0.69,0.0034,0.29,0.29,0.66,1.2,7085,0.062,1.0
"r[45]",1.4,0.0048,0.39,0.86,1.4,2.1,6721,0.059,1.00
"r[46]",0.45,0.0024,0.21,0.16,0.41,0.85,7727,0.068,1.0
"r[47]",6.1,0.014,1.1,4.5,6.0,8.1,6338,0.056,1.00
"r[48]",0.42,0.0033,0.27,0.10,0.36,0.93,6431,0.057,1.00
"r[49]",2.4,0.0076,0.62,1.5,2.4,3.5,6671,0.059,1.0
"r[50]",0.64,0.0041,0.32,0.20,0.58,1.2,6134,0.054,1.0
"r[51]",1.9,0.0057,0.49,1.1,1.8,2.8,7523,0.066,1.00
"r[52]",2.0,0.0063,0.52,1.2,1.9,2.9,6767,0.059,1.00
"r[53]",0.57,0.0028,0.23,0.24,0.54,0.99,6731,0.059,1.00
"r[54]",0.45,0.0026,0.21,0.17,0.42,0.84,6290,0.055,1.0
"r[55]",1.4,0.0052,0.46,0.72,1.3,2.2,7966,0.070,1.00
"r[56]",0.40,0.0033,0.25,0.10,0.35,0.89,5815,0.051,1.00
"r[57]",2.8,0.011,0.83,1.6,2.7,4.3,6017,0.053,1.00
"r[58]",1.3,0.0075,0.61,0.48,1.2,2.5,6560,0.058,1.00
"r[59]",1.6,0.010,0.80,0.46,1.5,3.0,6086,0.054,1.00
"r[60]",6.6,0.018,1.4,4.5,6.4,9.1,6512,0.057,1.00
"r[61]",2.0,0.012,0.85,0.72,1.9,3.5,5046,0.044,1.0
"r[62]",0.72,0.0050,0.40,0.20,0.65,1.5,6458,0.057,1.0
"r[63]",9.0,0.019,1.6,6.7,8.9,12,7555,0.066,1.00
"r[64]",0.62,0.0044,0.32,0.19,0.57,1.2,5463,0.048,1.0
"r[65]",0.72,0.0035,0.28,0.33,0.68,1.2,6361,0.056,1.00
"r[66]",0.56,0.0028,0.24,0.23,0.52,1.0,7638,0.067,1.0
"r[67]",0.86,0.0045,0.36,0.35,0.81,1.5,6642,0.058,1.0
"r[68]",0.55,0.0039,0.33,0.13,0.48,1.2,7253,0.064,1.00
"r[69]",3.2,0.0076,0.64,2.3,3.2,4.3,7051,0.062,1.0
"r[70]",0.39,0.0023,0.19,0.14,0.36,0.74,6672,0.059,1.00
