name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12861.8,0.251377,11.6499,-12881.7,-12861.3,-12843.4,2147.77,0.0292781,1.0012
"accept_stat__",0.868106,0.0327349,0.162074,0.581384,0.914884,0.998231,24.5134,0.000334163,1.0396
"stepsize__",0.207493,0.0287313,0.0352149,0.163308,0.209695,0.249475,1.50225,2.04785e-05,2.65205e+13
"treedepth__",3.94,0.341165,0.951254,2,4,5,7.77434,0.000105978,1.1123
"n_leapfrog__",18.2427,5.30961,8.36214,5,15,31,2.48033,3.38115e-05,1.52349
"divergent__",0.227667,0.00860593,0.419361,0,0,1,2374.55,0.0323695,1.00636
"energy__",12990.8,0.358993,16.345,12964.4,12990.7,13017.7,2072.99,0.0282587,1.00161
"r[1]",0.68,0.0038,0.26,0.31,0.64,1.2,4914,0.067,1.0
"r[2]",0.38,0.0026,0.19,0.13,0.35,0.74,5286,0.072,1.00
"r[3]",1.7,0.0068,0.47,0.98,1.6,2.5,4854,0.066,1.0
"r[4]",1.4,0.0057,0.44,0.78,1.4,2.2,5960,0.081,1.00
"r[5]",1.5,0.0069,0.49,0.82,1.5,2.4,5055,0.069,1.00
"r[6]",0.45,0.0039,0.27,0.12,0.40,0.98,4798,0.065,1.00
"r[7]",0.29,0.0023,0.17,0.085,0.26,0.62,5447,0.074,1.00
"r[8]",0.89,0.0043,0.30,0.46,0.85,1.4,5069,0.069,1.00
"r[9]",0.61,0.0045,0.32,0.19,0.56,1.2,5039,0.069,1.0
"r[10]",3.5,0.0092,0.73,2.4,3.4,4.7,6171,0.084,1.00
"r[11]",2.5,0.011,0.73,1.4,2.4,3.8,4262,0.058,1.00
"r[12]",1.9,0.0093,0.66,0.94,1.9,3.1,5127,0.070,1.00
"r[13]",1.5,0.011,0.76,0.47,1.4,2.9,4342,0.059,1.0
"r[14]",4.0,0.014,0.99,2.5,3.9,5.8,4893,0.067,1.00
"r[15]",1.9,0.0069,0.48,1.2,1.9,2.7,4811,0.066,1.00
"r[16]",0.81,0.0048,0.32,0.36,0.76,1.4,4519,0.062,1.00
"r[17]",1.9,0.0065,0.46,1.2,1.8,2.7,4871,0.066,1.0
"r[18]",0.56,0.0038,0.27,0.19,0.52,1.1,5161,0.070,1.00
"r[19]",0.99,0.0052,0.37,0.46,0.94,1.7,5139,0.070,1.0
"r[20]",0.77,0.0046,0.33,0.31,0.73,1.4,4933,0.067,1.00
"r[21]",0.40,0.0032,0.22,0.11,0.36,0.82,4886,0.067,1.0
"r[22]",2.4,0.0075,0.54,1.6,2.3,3.3,5293,0.072,1.00
"r[23]",2.9,0.0086,0.61,2.0,2.9,4.0,5081,0.069,1.00
"r[24]",0.43,0.0031,0.23,0.13,0.39,0.87,5494,0.075,1.00
"r[25]",0.87,0.0056,0.38,0.34,0.82,1.6,4570,0.062,1.0
"r[26]",1.4,0.0072,0.48,0.74,1.4,2.3,4395,0.060,1.00
"r[27]",2.1,0.0080,0.57,1.2,2.0,3.1,5099,0.070,1.00
"r[28]",0.50,0.0045,0.30,0.13,0.45,1.1,4575,0.062,1.00
"r[29]",0.89,0.0061,0.42,0.31,0.83,1.6,4681,0.064,1.00
"r[30]",2.0,0.011,0.75,0.90,1.9,3.3,4646,0.063,1.0
"r[31]",4.0,0.011,0.76,2.9,3.9,5.3,4686,0.064,1.0
"r[32]",0.51,0.0038,0.29,0.15,0.46,1.1,5695,0.078,1.0
"r[33]",1.6,0.0054,0.41,0.97,1.5,2.3,5581,0.076,1.00
"r[34]",0.39,0.0027,0.18,0.15,0.36,0.72,4621,0.063,1.00
"r[35]",0.44,0.0035,0.25,0.12,0.39,0.91,4809,0.066,1.00
"r[36]",2.5,0.0084,0.63,1.6,2.5,3.6,5643,0.077,1.00
