name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-13469.4,0.248118,11.6315,-13489.4,-13468.9,-13451.2,2197.64,0.00986623,0.999947
"accept_stat__",0.929057,0.00416074,0.117479,0.721326,0.971807,0.999335,797.23,0.00357914,1.01443
"stepsize__",0.0580578,0.00368299,0.00451411,0.0546996,0.0550355,0.0644382,1.50225,6.74433e-06,1.31128e+13
"treedepth__",5.64017,0.0289995,0.936393,4,6,6,1042.64,0.00468092,1.00528
"n_leapfrog__",57.179,0.451682,14.635,16,63,63,1049.83,0.0047132,1.00477
"divergent__",0.179667,0.00996353,0.383942,0,0,1,1484.92,0.00666652,1.00233
"energy__",13598.5,0.348366,16.1179,13572.9,13598,13625.8,2140.65,0.00961039,1.00012
"r[1]",2.2,0.0089,0.56,1.4,2.2,3.2,4033,0.018,1.0
"r[2]",0.92,0.0058,0.39,0.37,0.87,1.6,4597,0.021,1.0
"r[3]",1.6,0.0073,0.52,0.79,1.5,2.5,5126,0.023,1.00
"r[4]",3.1,0.010,0.70,2.0,3.0,4.3,4497,0.020,1.00
"r[5]",1.3,0.0071,0.49,0.57,1.2,2.1,4778,0.021,1.0
"r[6]",2.9,0.010,0.70,1.8,2.8,4.1,4736,0.021,1.0
"r[7]",0.60,0.0033,0.23,0.29,0.58,1.0,4771,0.021,1.0
"r[8]",0.35,0.0023,0.17,0.13,0.32,0.68,5571,0.025,1.00
"r[9]",0.33,0.0022,0.16,0.11,0.30,0.63,5336,0.024,1.00
"r[10]",1.2,0.0047,0.34,0.67,1.1,1.8,5281,0.024,1.0
"r[11]",1.2,0.0052,0.36,0.71,1.2,1.9,4946,0.022,1.0
"r[12]",0.94,0.0046,0.32,0.47,0.91,1.5,4982,0.022,1.00
"r[13]",1.00,0.0050,0.36,0.49,0.95,1.6,5166,0.023,1.00
"r[14]",0.31,0.0024,0.18,0.088,0.27,0.67,5736,0.026,1.00
"r[15]",12,0.035,2.3,8.7,12,16,4458,0.020,1.00
"r[16]",0.86,0.0090,0.52,0.20,0.77,1.9,3323,0.015,1.0
"r[17]",2.6,0.0084,0.60,1.7,2.6,3.7,5113,0.023,1.0
"r[18]",1.8,0.0066,0.50,1.1,1.8,2.7,5695,0.026,1.0
"r[19]",0.44,0.0037,0.27,0.11,0.38,0.98,5484,0.025,1.00
"r[20]",1.2,0.0093,0.57,0.35,1.2,2.2,3680,0.017,1.0
"r[21]",2.2,0.0078,0.56,1.4,2.2,3.2,5133,0.023,1.00
"r[22]",0.57,0.0047,0.33,0.15,0.51,1.2,4925,0.022,1.00
"r[23]",0.40,0.0028,0.21,0.13,0.37,0.79,5423,0.024,1.0
"r[24]",1.2,0.0046,0.35,0.65,1.1,1.8,5956,0.027,1.00
"r[25]",2.7,0.011,0.75,1.5,2.6,4.0,4726,0.021,1.0
"r[26]",3.7,0.013,0.91,2.4,3.7,5.3,5152,0.023,1.00
"r[27]",0.88,0.0073,0.50,0.24,0.80,1.8,4621,0.021,1.0
"r[28]",0.87,0.0073,0.47,0.25,0.80,1.7,4034,0.018,1.0
"r[29]",4.2,0.015,0.97,2.8,4.1,5.9,4262,0.019,1.0
"r[30]",0.40,0.0034,0.25,0.10,0.34,0.86,5286,0.024,1.0
"r[31]",0.58,0.0030,0.22,0.28,0.56,0.98,5339,0.024,1.00
"r[32]",0.28,0.0019,0.14,0.099,0.25,0.54,5260,0.024,1.00
"r[33]",1.2,0.0050,0.34,0.68,1.1,1.8,4597,0.021,1.0
"r[34]",0.33,0.0023,0.17,0.11,0.30,0.64,5106,0.023,1.00
"r[35]",1.1,0.0048,0.34,0.58,1.1,1.7,5149,0.023,1.00
"r[36]",0.38,0.0027,0.20,0.12,0.35,0.77,5847,0.026,1.0
"r[37]",1.2,0.0053,0.37,0.66,1.2,1.9,4974,0.022,1.00
"r[38]",1.4,0.0054,0.41,0.83,1.4,2.2,5752,0.026,1.0
"r[39]",0.66,0.0034,0.26,0.30,0.63,1.1,5878,0.026,1.00
"r[40]",0.91,0.0049,0.31,0.47,0.87,1.5,4036,0.018,1.00
"r[41]",0.91,0.0055,0.37,0.38,0.87,1.6,4584,0.021,1.00
"r[42]",0.71,0.0049,0.35,0.24,0.66,1.4,4978,0.022,1.0
"r[43]",2.0,0.0087,0.58,1.1,1.9,3.0,4388,0.020,1.00
"r[44]",2.2,0.0083,0.60,1.3,2.2,3.3,5220,0.023,1.00
"r[45]",2.1,0.0073,0.53,1.3,2.1,3.1,5214,0.023,1.00
"r[46]",0.99,0.0050,0.35,0.50,0.95,1.6,4837,0.022,1.00
"r[47]",0.51,0.0038,0.26,0.16,0.47,0.99,4785,0.021,1.0
"r[48]",2.9,0.0086,0.61,2.0,2.9,4.0,5063,0.023,1.0
"r[49]",1.4,0.0066,0.47,0.75,1.4,2.3,5078,0.023,1.0
"r[50]",0.48,0.0038,0.27,0.13,0.43,0.99,4898,0.022,1.00
"r[51]",0.47,0.0039,0.26,0.13,0.42,0.96,4437,0.020,1.0
"r[52]",5.6,0.015,1.00,4.1,5.5,7.3,4532,0.020,1.0
"r[53]",2.2,0.0073,0.52,1.4,2.2,3.1,5207,0.023,1.0
"r[54]",0.60,0.0039,0.29,0.21,0.56,1.1,5271,0.024,1.00
"r[55]",1.4,0.0066,0.46,0.74,1.4,2.2,4915,0.022,1.0
"r[56]",0.71,0.0047,0.34,0.23,0.66,1.3,5291,0.024,1.0
"r[57]",1.8,0.0079,0.53,0.98,1.7,2.7,4623,0.021,1.0
"r[58]",0.72,0.0043,0.33,0.26,0.68,1.3,5822,0.026,1.00
"r[59]",0.50,0.0037,0.27,0.15,0.45,1.0,5440,0.024,1.0
"r[60]",1.1,0.0067,0.43,0.44,1.0,1.9,4231,0.019,1.0
"r[61]",1.4,0.0068,0.47,0.72,1.4,2.3,4715,0.021,1.0
"r[62]",0.45,0.0032,0.25,0.14,0.41,0.93,5926,0.027,1.0
"r[63]",0.47,0.0036,0.23,0.17,0.44,0.91,4102,0.018,1.0
"r[64]",0.72,0.0041,0.29,0.33,0.69,1.3,4806,0.022,1.0
"r[65]",1.2,0.0092,0.63,0.32,1.1,2.3,4656,0.021,1.0
"r[66]",3.8,0.014,0.90,2.4,3.8,5.4,4330,0.019,1.0
"r[67]",4.1,0.017,1.1,2.5,4.0,5.9,3841,0.017,1.0
"r[68]",1.4,0.013,0.76,0.34,1.3,2.8,3513,0.016,1.00
"r[69]",0.68,0.0044,0.31,0.26,0.64,1.2,4841,0.022,1.0
"r[70]",1.5,0.0067,0.44,0.85,1.5,2.3,4220,0.019,1.0
"r[71]",0.27,0.0022,0.16,0.073,0.23,0.58,5437,0.024,1.00
"r[72]",1.3,0.0049,0.36,0.74,1.2,1.9,5168,0.023,1.00
"r[73]",2.2,0.012,0.73,1.1,2.2,3.5,3831,0.017,1.0
"r[74]",1.0,0.0098,0.57,0.27,0.97,2.1,3421,0.015,1.0
"r[75]",4.3,0.017,1.2,2.6,4.3,6.4,4678,0.021,1.00
"r[76]",2.5,0.020,1.1,0.88,2.4,4.4,2973,0.013,1.00
"r[77]",13,0.046,2.9,8.7,12,18,3825,0.017,1.0
"r[78]",2.2,0.022,1.1,0.45,2.1,4.1,2810,0.013,1.0
"r[79]",2.5,0.0083,0.63,1.6,2.5,3.6,5636,0.025,1.00
"r[80]",1.7,0.0086,0.56,0.92,1.7,2.8,4163,0.019,1.00
"r[81]",0.54,0.0048,0.36,0.13,0.45,1.2,5382,0.024,1.00
"r[82]",1.9,0.022,1.1,0.37,1.8,4.0,2722,0.012,1.0
"r[83]",0.44,0.0028,0.21,0.16,0.41,0.84,5613,0.025,1.0
"r[84]",1.0,0.0042,0.32,0.55,0.97,1.6,5630,0.025,1.00
"r[85]",1.7,0.0072,0.51,0.98,1.6,2.6,4981,0.022,1.00
"r[86]",3.5,0.011,0.72,2.4,3.4,4.8,4595,0.021,1.0
"r[87]",0.59,0.0055,0.35,0.16,0.52,1.2,3970,0.018,1.0
"r[88]",1.4,0.0077,0.50,0.67,1.3,2.3,4277,0.019,1.00
"r[89]",3.7,0.015,1.0,2.3,3.6,5.5,4464,0.020,1.0
"r[90]",1.7,0.011,0.74,0.63,1.6,3.1,4344,0.020,1.0
"r[91]",1.7,0.012,0.82,0.55,1.6,3.2,4578,0.021,1.00
"r[92]",2.3,0.016,1.0,0.81,2.2,4.2,4008,0.018,1.00
"r[93]",1.3,0.0052,0.36,0.76,1.2,1.9,4771,0.021,1.0
"r[94]",0.72,0.0037,0.26,0.35,0.69,1.2,5218,0.023,1.00
"r[95]",0.52,0.0036,0.26,0.18,0.48,0.99,5198,0.023,1.0
"r[96]",4.2,0.010,0.78,3.1,4.2,5.6,5688,0.026,1.00
"r[97]",1.3,0.0060,0.41,0.68,1.2,2.0,4635,0.021,1.0
"r[98]",0.33,0.0026,0.19,0.10,0.30,0.68,5273,0.024,1.0
"r[99]",0.37,0.0025,0.16,0.15,0.34,0.67,4110,0.018,1.00
"r[100]",0.22,0.0017,0.12,0.072,0.20,0.45,4854,0.022,1.0
"r[101]",0.24,0.0019,0.14,0.070,0.21,0.50,5274,0.024,1.00
"r[102]",0.99,0.0039,0.30,0.56,0.96,1.5,5692,0.026,1.0
"r[103]",2.0,0.0062,0.46,1.4,2.0,2.9,5598,0.025,1.00
"r[104]",0.21,0.0018,0.13,0.063,0.19,0.45,5012,0.023,1.00
"r[105]",0.32,0.0025,0.18,0.093,0.29,0.67,5249,0.024,1.0
"r[106]",1.3,0.0055,0.38,0.78,1.3,2.0,4837,0.022,1.0
"r[107]",5.6,0.015,1.0,4.1,5.5,7.4,4661,0.021,1.00
"r[108]",1.7,0.0074,0.50,1.0,1.7,2.6,4552,0.020,1.0
"r[109]",0.40,0.0030,0.20,0.14,0.36,0.78,4417,0.020,1.0
