name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12666.2,0.29885,11.5342,-12686.1,-12665.9,-12647.5,1489.6,0.0182486,1.00147
"accept_stat__",0.872653,0.00464953,0.152488,0.630259,0.914843,0.995922,1075.6,0.0131768,1.01357
"stepsize__",0.152,0.0176459,0.0216279,0.121957,0.162062,0.171981,1.50225,1.84036e-05,2.17903e+13
"treedepth__",3.95283,0.0288278,1.19367,1,4,5,1714.53,0.0210041,1.00638
"n_leapfrog__",22.381,0.240908,9.95096,3,27,31,1706.19,0.020902,1.00666
"divergent__",0.581333,0.0130028,0.493382,0,1,1,1439.76,0.017638,1.0102
"energy__",12795.4,0.377592,16.0727,12769.2,12795.2,12822,1811.89,0.0221968,1.00104
"r[1]",3.8,0.015,0.87,2.5,3.7,5.3,3486,0.043,1.0
"r[2]",2.5,0.012,0.71,1.4,2.4,3.7,3389,0.042,1.0
"r[3]",0.56,0.0040,0.23,0.24,0.54,0.98,3348,0.041,1.0
"r[4]",0.69,0.0044,0.26,0.33,0.66,1.2,3516,0.043,1.00
"r[5]",0.81,0.0068,0.39,0.28,0.76,1.5,3282,0.040,1.0
"r[6]",2.2,0.013,0.74,1.1,2.1,3.5,3102,0.038,1.0
"r[7]",0.20,0.0020,0.12,0.057,0.17,0.43,3835,0.047,1.0
"r[8]",1.3,0.0059,0.35,0.81,1.3,2.0,3500,0.043,1.00
"r[9]",0.66,0.0048,0.27,0.29,0.63,1.1,3035,0.037,1.0
"r[10]",0.59,0.0040,0.24,0.25,0.56,1.0,3660,0.045,1.0
"r[11]",2.9,0.011,0.65,1.9,2.8,4.1,3471,0.043,1.00
"r[12]",0.89,0.0068,0.38,0.35,0.84,1.6,3125,0.038,1.0
"r[13]",1.1,0.0095,0.51,0.37,1.1,2.0,2880,0.035,1.0
"r[14]",0.55,0.0053,0.32,0.14,0.49,1.2,3615,0.044,1.00
"r[15]",2.4,0.015,0.81,1.2,2.3,3.8,3039,0.037,1.0
"r[16]",2.7,0.015,0.83,1.4,2.6,4.2,3000,0.037,1.0
"r[17]",1.00,0.012,0.59,0.20,0.91,2.1,2288,0.028,1.0
"r[18]",1.3,0.013,0.63,0.31,1.2,2.3,2479,0.030,1.0
"r[19]",15,0.090,4.3,9.8,14,22,2259,0.028,1.00
"r[20]",2.1,0.021,1.1,0.47,2.0,4.1,2848,0.035,1.0
"r[21]",3.8,0.014,0.82,2.6,3.8,5.3,3659,0.045,1.0
"r[22]",0.57,0.0067,0.38,0.12,0.48,1.3,3157,0.039,1.00
"r[23]",17,0.092,4.7,11,16,25,2598,0.032,1.0
"r[24]",2.3,0.024,1.3,0.44,2.2,4.5,2737,0.034,1.0
"r[25]",1.7,0.025,1.2,0.25,1.4,3.9,2274,0.028,1.0
"r[26]",3.1,0.016,1.0,1.7,3.0,4.9,3999,0.049,1.0
"r[27]",2.3,0.018,1.0,0.85,2.2,4.1,3194,0.039,1.00
"r[28]",1.3,0.018,0.96,0.19,1.0,3.1,2832,0.035,1.00
"r[29]",1.8,0.016,0.91,0.55,1.7,3.5,3298,0.040,1.0
"r[30]",2.3,0.014,0.84,1.0,2.2,3.8,3617,0.044,1.00
"r[31]",1.1,0.0067,0.37,0.57,1.1,1.8,3095,0.038,1.0
"r[32]",1.6,0.0072,0.45,0.98,1.6,2.4,3858,0.047,1.0
"r[33]",1.4,0.0079,0.44,0.72,1.3,2.1,3066,0.038,1.0
"r[34]",0.83,0.0063,0.36,0.31,0.78,1.5,3337,0.041,1.0
"r[35]",3.0,0.013,0.71,1.9,2.9,4.3,2806,0.034,1.0
"r[36]",0.70,0.0063,0.37,0.22,0.64,1.4,3343,0.041,1.0
"r[37]",0.77,0.0046,0.29,0.37,0.74,1.3,3957,0.048,1.00
"r[38]",2.6,0.0094,0.57,1.8,2.6,3.6,3664,0.045,1.00
"r[39]",0.57,0.0039,0.22,0.26,0.53,0.98,3216,0.039,1.00
"r[40]",0.38,0.0030,0.17,0.15,0.35,0.70,3488,0.043,1.0
"r[41]",0.56,0.0041,0.25,0.22,0.53,1.0,3791,0.046,1.0
"r[42]",0.27,0.0025,0.16,0.077,0.24,0.57,3967,0.049,1.00
"r[43]",0.59,0.0059,0.34,0.15,0.53,1.2,3306,0.041,1.0
"r[44]",1.1,0.0088,0.47,0.42,1.0,1.9,2898,0.036,1.0
"r[45]",0.30,0.0026,0.17,0.083,0.27,0.62,4109,0.050,1.0
"r[46]",3.1,0.010,0.61,2.2,3.0,4.2,3521,0.043,1.00
"r[47]",0.54,0.0037,0.22,0.23,0.51,0.95,3476,0.043,1.00
"r[48]",3.0,0.011,0.62,2.1,3.0,4.1,3433,0.042,1.00
"r[49]",0.33,0.0034,0.20,0.092,0.29,0.71,3388,0.042,1.00
"r[50]",0.54,0.0041,0.25,0.21,0.51,1.0,3680,0.045,1.0
"r[51]",2.2,0.012,0.66,1.3,2.2,3.4,3078,0.038,1.0
"r[52]",2.6,0.012,0.68,1.6,2.6,3.8,3407,0.042,1.0
"r[53]",1.0,0.0064,0.36,0.50,1.0,1.7,3214,0.039,1.0
"r[54]",0.63,0.0054,0.30,0.22,0.59,1.2,3194,0.039,1.0
"r[55]",1.5,0.010,0.60,0.66,1.5,2.6,3562,0.044,1.0
"r[56]",1.3,0.011,0.59,0.44,1.2,2.3,2901,0.036,1.00
"r[57]",3.5,0.015,0.90,2.2,3.5,5.1,3652,0.045,1.0
"r[58]",0.67,0.0074,0.44,0.16,0.58,1.5,3563,0.044,1.0
"r[59]",3.4,0.019,1.1,1.7,3.3,5.2,3030,0.037,1.0
"r[60]",3.1,0.018,0.97,1.6,2.9,4.8,2843,0.035,1.0
"r[61]",1.3,0.015,0.80,0.26,1.1,2.8,2906,0.036,1.0
"r[62]",1.2,0.013,0.76,0.24,1.0,2.6,3213,0.039,1.00
"r[63]",4.4,0.014,0.83,3.2,4.4,5.8,3620,0.044,1.0
"r[64]",0.53,0.0043,0.27,0.18,0.49,1.0,3917,0.048,1.00
"r[65]",0.30,0.0026,0.16,0.099,0.28,0.60,3664,0.045,1.0
"r[66]",0.65,0.0040,0.24,0.31,0.62,1.1,3507,0.043,1.0
"r[67]",0.45,0.0041,0.24,0.14,0.41,0.90,3566,0.044,1.0
"r[68]",0.85,0.0064,0.36,0.34,0.81,1.5,3151,0.039,1.0
"r[69]",0.17,0.0018,0.10,0.050,0.15,0.38,3385,0.041,1.00
"r[70]",0.28,0.0023,0.14,0.10,0.25,0.54,3567,0.044,1.0
"r[71]",0.64,0.0052,0.32,0.20,0.59,1.2,3793,0.046,1.0
"r[72]",6.6,0.019,1.2,4.9,6.5,8.8,3704,0.045,1.0
"r[73]",0.47,0.0056,0.30,0.11,0.41,1.0,2879,0.035,1.0
"r[74]",1.0,0.0071,0.41,0.43,1.0,1.8,3291,0.040,1.0
"r[75]",4.6,0.021,1.1,3.0,4.5,6.6,2718,0.033,1.0
"r[76]",2.2,0.016,0.84,0.95,2.2,3.8,2835,0.035,1.0
"r[77]",0.36,0.0035,0.20,0.10,0.32,0.75,3439,0.042,1.00
"r[78]",0.69,0.0045,0.27,0.31,0.66,1.2,3563,0.044,1.00
"r[79]",2.3,0.014,0.69,1.3,2.3,3.5,2493,0.031,1.0
"r[80]",0.93,0.010,0.53,0.24,0.84,1.9,2640,0.032,1.0
"r[81]",5.9,0.025,1.3,3.9,5.7,8.1,2700,0.033,1.0
"r[82]",1.5,0.014,0.63,0.59,1.5,2.6,2005,0.025,1.0
"r[83]",3.3,0.015,0.86,2.0,3.2,4.7,3387,0.041,1.0
"r[84]",1.2,0.011,0.64,0.35,1.1,2.4,3155,0.039,1.0
"r[85]",1.2,0.0063,0.39,0.65,1.2,1.9,3755,0.046,1.00
"r[86]",0.67,0.0050,0.30,0.25,0.62,1.2,3629,0.044,1.0
"r[87]",0.85,0.0089,0.49,0.21,0.77,1.8,2986,0.037,1.00
"r[88]",5.9,0.021,1.3,3.9,5.8,8.1,3560,0.044,1.0
"r[89]",1.9,0.014,0.76,0.80,1.8,3.2,2754,0.034,1.0
"r[90]",0.76,0.010,0.49,0.18,0.66,1.7,2256,0.028,1.0
"r[91]",0.93,0.0088,0.54,0.23,0.84,2.0,3765,0.046,1.0
"r[92]",2.1,0.016,0.89,0.84,2.0,3.7,2971,0.036,1.0
"r[93]",1.1,0.0052,0.32,0.63,1.1,1.7,3831,0.047,1.00
"r[94]",0.38,0.0032,0.19,0.13,0.35,0.74,3637,0.045,1.00
"r[95]",0.23,0.0019,0.12,0.075,0.20,0.46,4047,0.050,1.0
"r[96]",0.34,0.0026,0.16,0.13,0.32,0.63,3813,0.047,1.00
"r[97]",0.81,0.0050,0.29,0.41,0.78,1.3,3394,0.042,1.00
"r[98]",0.66,0.0043,0.27,0.29,0.62,1.1,3740,0.046,1.0
"r[99]",0.59,0.0051,0.28,0.20,0.55,1.1,3134,0.038,1.00
"r[100]",0.70,0.0050,0.30,0.27,0.66,1.2,3573,0.044,1.0
"r[101]",4.2,0.015,0.91,2.8,4.1,5.8,3568,0.044,1.0
"r[102]",2.9,0.013,0.73,1.8,2.8,4.2,3236,0.040,1.00
"r[103]",0.66,0.0068,0.42,0.16,0.58,1.5,3808,0.047,1.0
"r[104]",2.3,0.012,0.67,1.3,2.2,3.5,3293,0.040,1.0
"r[105]",3.6,0.015,0.82,2.4,3.6,5.1,3122,0.038,1.00
"r[106]",0.41,0.0038,0.24,0.12,0.36,0.87,4009,0.049,1.00
"r[107]",1.7,0.0070,0.42,1.1,1.6,2.4,3488,0.043,1.0
"r[108]",0.38,0.0031,0.19,0.13,0.34,0.72,3633,0.045,1.0
"r[109]",0.82,0.0058,0.34,0.34,0.78,1.4,3343,0.041,1.0
"r[110]",1.9,0.0089,0.50,1.2,1.9,2.8,3194,0.039,1.0
"r[111]",2.1,0.0094,0.55,1.3,2.0,3.0,3439,0.042,1.0
"r[112]",0.76,0.0054,0.32,0.30,0.72,1.4,3653,0.045,1.00
"r[113]",1.2,0.0093,0.51,0.41,1.1,2.1,3047,0.037,1.00
"r[114]",1.7,0.011,0.58,0.87,1.7,2.8,2760,0.034,1.0
"r[115]",0.38,0.0034,0.19,0.13,0.35,0.73,3127,0.038,1.0
"r[116]",1.0,0.0053,0.32,0.56,0.99,1.6,3674,0.045,1.0
"r[117]",0.68,0.0052,0.30,0.27,0.64,1.2,3285,0.040,1.0
"r[118]",4.6,0.016,0.96,3.2,4.6,6.3,3426,0.042,1.0
