name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-13046.4,0.268546,11.5778,-13065.7,-13046.3,-13028,1858.74,0.0137359,1.00042
"accept_stat__",0.842353,0.0429628,0.231719,0.229873,0.942934,0.998027,29.0895,0.000214969,1.03828
"stepsize__",0.107735,0.01432,0.0175516,0.0830361,0.117971,0.122199,1.50225,1.11015e-05,2.07343e+13
"treedepth__",4.79633,0.310003,1.12668,2,5,6,13.2088,9.76121e-05,1.07365
"n_leapfrog__",35.4293,10.2285,17.083,7,31,63,2.78934,2.0613e-05,1.43346
"divergent__",0.274833,0.0191048,0.446467,0,0,1,546.13,0.00403585,1.01154
"energy__",13175.4,0.369132,16.3445,13148.7,13175,13202.8,1960.56,0.0144883,1.00034
"r[1]",0.29,0.0029,0.18,0.083,0.25,0.63,3695,0.027,1.00
"r[2]",3.5,0.011,0.66,2.5,3.5,4.7,3850,0.028,1.0
"r[3]",4.4,0.016,0.94,3.0,4.3,6.1,3560,0.026,1.0
"r[4]",1.9,0.012,0.65,0.93,1.9,3.1,2899,0.021,1.0
"r[5]",2.1,0.0100,0.62,1.1,2.0,3.2,3831,0.028,1.0
"r[6]",0.27,0.0031,0.17,0.071,0.23,0.62,3034,0.022,1.0
"r[7]",0.71,0.0047,0.29,0.31,0.67,1.2,3703,0.027,1.0
"r[8]",0.76,0.0048,0.31,0.31,0.72,1.3,4065,0.030,1.00
"r[9]",0.90,0.0057,0.35,0.38,0.86,1.5,3734,0.028,1.0
"r[10]",0.69,0.0056,0.32,0.24,0.64,1.3,3240,0.024,1.0
"r[11]",3.6,0.014,0.81,2.4,3.6,5.0,3282,0.024,1.00
"r[12]",2.7,0.012,0.68,1.7,2.6,3.9,3444,0.025,1.00
"r[13]",0.53,0.0065,0.35,0.13,0.45,1.2,2862,0.021,1.00
"r[14]",2.2,0.0095,0.59,1.3,2.1,3.2,3892,0.029,1.0
"r[15]",0.87,0.0055,0.30,0.46,0.84,1.4,2906,0.021,1.00
"r[16]",0.52,0.0039,0.22,0.21,0.48,0.93,3310,0.024,1.0
"r[17]",2.9,0.0092,0.60,2.0,2.8,3.9,4171,0.031,1.00
"r[18]",0.75,0.0050,0.32,0.31,0.71,1.3,4053,0.030,1.00
"r[19]",0.72,0.0055,0.33,0.27,0.67,1.3,3718,0.027,1.0
"r[20]",0.73,0.0057,0.32,0.28,0.69,1.3,3136,0.023,1.0
"r[21]",3.7,0.012,0.74,2.6,3.6,4.9,3537,0.026,1.00
"r[22]",0.70,0.0051,0.32,0.25,0.66,1.3,4001,0.030,1.0
"r[23]",0.69,0.0047,0.28,0.30,0.65,1.2,3666,0.027,1.0
"r[24]",0.92,0.0058,0.33,0.45,0.88,1.5,3358,0.025,1.0
"r[25]",0.64,0.0067,0.40,0.16,0.56,1.4,3445,0.025,1.0
"r[26]",1.4,0.0098,0.57,0.56,1.4,2.4,3424,0.025,1.00
"r[27]",9.0,0.031,1.8,6.4,8.8,12,3298,0.024,1.0
"r[28]",0.61,0.0081,0.41,0.14,0.51,1.4,2488,0.018,1.00
"r[29]",1.7,0.012,0.64,0.71,1.6,2.8,2792,0.021,1.0
"r[30]",0.58,0.0053,0.33,0.16,0.52,1.2,3955,0.029,1.0
"r[31]",0.40,0.0047,0.25,0.10,0.35,0.90,2833,0.021,1.0
"r[32]",6.3,0.017,1.1,4.8,6.2,8.2,3830,0.028,1.0
"r[33]",0.56,0.0043,0.24,0.24,0.53,1.0,3035,0.022,1.0
"r[34]",0.53,0.0037,0.23,0.22,0.50,0.95,3883,0.029,1.0
"r[35]",1.7,0.0083,0.48,0.94,1.6,2.5,3406,0.025,1.00
"r[36]",0.59,0.0056,0.33,0.17,0.53,1.2,3330,0.025,1.0
"r[37]",1.0,0.0055,0.34,0.52,0.99,1.6,3854,0.028,1.00
"r[38]",0.71,0.0044,0.29,0.32,0.67,1.2,4234,0.031,1.0
"r[39]",2.3,0.0095,0.59,1.5,2.3,3.4,3904,0.029,1.00
"r[40]",1.5,0.0069,0.48,0.79,1.4,2.4,4735,0.035,1.00
"r[41]",0.64,0.0059,0.36,0.17,0.57,1.3,3764,0.028,1.00
"r[42]",1.6,0.0086,0.54,0.79,1.6,2.6,3999,0.030,1.0
"r[43]",2.9,0.015,0.86,1.7,2.9,4.4,3169,0.023,1.0
"r[44]",1.1,0.011,0.61,0.29,1.0,2.3,3243,0.024,1.0
"r[45]",0.55,0.0048,0.22,0.26,0.52,0.97,2217,0.016,1.0
"r[46]",0.49,0.0030,0.20,0.21,0.46,0.85,4317,0.032,1.00
"r[47]",0.42,0.0033,0.20,0.14,0.38,0.79,3695,0.027,1.0
"r[48]",0.79,0.0049,0.28,0.40,0.76,1.3,3288,0.024,1.0
"r[49]",1.4,0.0075,0.42,0.80,1.4,2.2,3155,0.023,1.0
"r[50]",0.62,0.0049,0.29,0.22,0.58,1.1,3353,0.025,1.0
"r[51]",1.6,0.0075,0.44,0.90,1.5,2.3,3514,0.026,1.0
"r[52]",1.6,0.0071,0.45,0.99,1.6,2.5,3973,0.029,1.00
"r[53]",0.69,0.0045,0.28,0.31,0.65,1.2,3699,0.027,1.0
"r[54]",0.52,0.0038,0.25,0.18,0.48,0.98,4174,0.031,1.00
"r[55]",2.2,0.0095,0.53,1.4,2.1,3.1,3111,0.023,1.0
"r[56]",0.46,0.0040,0.26,0.13,0.40,0.94,4279,0.032,1.0
"r[57]",0.59,0.0054,0.34,0.16,0.53,1.2,3978,0.029,1.00
"r[58]",1.3,0.0078,0.45,0.65,1.3,2.1,3368,0.025,1.00
"r[59]",1.3,0.012,0.67,0.38,1.3,2.5,2874,0.021,1.00
"r[60]",4.0,0.019,1.1,2.4,3.9,6.0,3159,0.023,1.00
"r[61]",1.6,0.014,0.71,0.53,1.5,2.8,2548,0.019,1.0
"r[62]",0.90,0.0083,0.49,0.22,0.83,1.8,3506,0.026,1.0
"r[63]",2.9,0.012,0.74,1.8,2.8,4.2,3530,0.026,1.0
"r[64]",1.8,0.011,0.60,0.94,1.8,2.9,3183,0.024,1.00
"r[65]",1.1,0.0057,0.35,0.59,1.1,1.7,3796,0.028,1.0
"r[66]",0.62,0.0044,0.27,0.26,0.58,1.1,3661,0.027,1.0
"r[67]",0.50,0.0051,0.29,0.13,0.44,1.1,3234,0.024,1.00
"r[68]",2.8,0.012,0.74,1.7,2.8,4.1,3696,0.027,1.0
"r[69]",8.1,0.027,1.5,6.0,8.0,11,2957,0.022,1.0
"r[70]",0.25,0.0024,0.14,0.074,0.22,0.53,3784,0.028,1.0
"r[71]",1.4,0.0068,0.40,0.84,1.4,2.1,3390,0.025,1.0
"r[72]",1.6,0.0071,0.43,0.97,1.6,2.4,3625,0.027,1.0
"r[73]",0.44,0.0040,0.22,0.14,0.40,0.84,3051,0.023,1.0
"r[74]",0.27,0.0025,0.15,0.078,0.23,0.56,3707,0.027,1.0
"r[75]",0.34,0.0033,0.20,0.097,0.30,0.74,3729,0.028,1.00
"r[76]",1.7,0.0082,0.52,0.98,1.7,2.7,3969,0.029,1.0
"r[77]",0.68,0.0038,0.24,0.34,0.65,1.1,3995,0.030,1.0
"r[78]",0.29,0.0025,0.15,0.10,0.27,0.57,3347,0.025,1.0
"r[79]",1.7,0.0071,0.43,1.1,1.7,2.5,3595,0.027,1.00
"r[80]",0.53,0.0039,0.23,0.22,0.50,0.97,3494,0.026,1.0
"r[81]",0.63,0.0042,0.26,0.25,0.59,1.1,3918,0.029,1.0
"r[82]",0.27,0.0025,0.15,0.079,0.24,0.56,3783,0.028,1.0
"r[83]",0.57,0.0036,0.24,0.26,0.54,1.0,4297,0.032,1.00
"r[84]",1.1,0.0051,0.32,0.60,1.0,1.6,3870,0.029,1.0
"r[85]",7.1,0.020,1.3,5.3,7.1,9.5,4038,0.030,1.0
"r[86]",0.80,0.0084,0.43,0.21,0.74,1.6,2557,0.019,1.00
"r[87]",1.1,0.0098,0.50,0.37,1.1,2.0,2633,0.019,1.00
"r[88]",0.57,0.0051,0.28,0.19,0.52,1.1,3029,0.022,1.0
"r[89]",1.7,0.0099,0.57,0.87,1.7,2.7,3267,0.024,1.0
"r[90]",1.5,0.0085,0.51,0.79,1.5,2.4,3588,0.027,1.0
"r[91]",1.7,0.0098,0.56,0.92,1.7,2.7,3248,0.024,1.00
"r[92]",1.5,0.0078,0.47,0.81,1.5,2.3,3620,0.027,1.0
"r[93]",1.4,0.0054,0.38,0.87,1.4,2.1,4861,0.036,1.00
"r[94]",0.47,0.0030,0.20,0.21,0.44,0.84,4431,0.033,1.0
"r[95]",0.84,0.0062,0.36,0.33,0.80,1.5,3448,0.025,1.0
"r[96]",6.2,0.018,1.1,4.5,6.1,8.1,3673,0.027,1.00
"r[97]",0.78,0.0063,0.36,0.27,0.73,1.4,3201,0.024,1.00
"r[98]",0.40,0.0035,0.20,0.13,0.37,0.78,3364,0.025,1.0
"r[99]",0.53,0.0037,0.25,0.21,0.49,0.99,4461,0.033,1.00
"r[100]",1.3,0.0064,0.38,0.78,1.3,2.0,3429,0.025,1.0
"r[101]",3.2,0.011,0.69,2.2,3.2,4.5,4008,0.030,1.0
"r[102]",1.4,0.0074,0.47,0.75,1.4,2.3,4093,0.030,1.00
"r[103]",0.79,0.0065,0.41,0.24,0.74,1.6,3918,0.029,1.00
"r[104]",1.1,0.0082,0.45,0.43,1.0,1.9,3001,0.022,1.0
"r[105]",3.2,0.013,0.73,2.1,3.2,4.5,3110,0.023,1.0
"r[106]",0.51,0.0042,0.26,0.16,0.48,1.0,3939,0.029,1.00
"r[107]",2.8,0.011,0.68,1.8,2.8,4.0,3507,0.026,1.0
"r[108]",2.0,0.0083,0.53,1.2,1.9,2.9,4007,0.030,1.00
"r[109]",0.84,0.0053,0.29,0.42,0.81,1.4,3047,0.023,1.00
"r[110]",0.44,0.0034,0.20,0.17,0.41,0.82,3528,0.026,1.0
"r[111]",0.37,0.0034,0.20,0.12,0.34,0.75,3475,0.026,1.00
"r[112]",0.96,0.0078,0.42,0.36,0.91,1.7,2894,0.021,1.0
"r[113]",1.6,0.0089,0.50,0.82,1.5,2.5,3168,0.023,1.0
