name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12446.9,0.256405,11.6997,-12466.8,-12446.6,-12428.3,2082.08,0.0407878,1.00036
"accept_stat__",0.845543,0.00426828,0.178651,0.541359,0.891306,0.998076,1751.89,0.0343193,1.0022
"stepsize__",0.215892,0.00134815,0.00165237,0.214216,0.21532,0.21814,1.50225,2.9429e-05,8.65267e+11
"treedepth__",3.45167,0.0243836,0.980216,1,4,4,1616.02,0.0316577,1.00117
"n_leapfrog__",12.8263,0.101366,4.15841,3,15,15,1682.94,0.0329687,1.00139
"divergent__",0.309167,0.00891731,0.462189,0,0,1,2686.4,0.0526263,1.00004
"energy__",12576,0.354412,16.3115,12549.6,12575.8,12602.8,2118.22,0.0414958,0.999938
"r[1]",0.58,0.0047,0.29,0.19,0.54,1.1,3615,0.071,1.0
"r[2]",3.5,0.012,0.68,2.5,3.5,4.7,3538,0.069,1.00
"r[3]",0.59,0.0046,0.27,0.22,0.55,1.1,3359,0.066,1.00
"r[4]",0.64,0.0045,0.27,0.26,0.60,1.1,3665,0.072,1.0
"r[5]",4.1,0.015,0.83,2.8,4.0,5.5,3225,0.063,1.0
"r[6]",0.55,0.0056,0.33,0.14,0.49,1.2,3368,0.066,1.0
"r[7]",1.6,0.0064,0.39,1.0,1.5,2.3,3731,0.073,1.0
"r[8]",0.43,0.0031,0.19,0.18,0.40,0.77,3471,0.068,1.0
"r[9]",2.0,0.0083,0.47,1.3,1.9,2.8,3271,0.064,1.0
"r[10]",0.36,0.0027,0.19,0.12,0.33,0.72,4642,0.091,1.0
"r[11]",0.85,0.0056,0.30,0.43,0.81,1.4,2848,0.056,1.0
"r[12]",0.44,0.0033,0.21,0.17,0.41,0.85,4158,0.081,1.0
"r[13]",0.73,0.0056,0.32,0.27,0.69,1.3,3287,0.064,1.0
"r[14]",0.58,0.0050,0.31,0.18,0.52,1.2,3810,0.075,1.0
"r[15]",0.78,0.0044,0.27,0.40,0.75,1.3,3710,0.073,1.00
"r[16]",0.41,0.0030,0.19,0.15,0.38,0.77,4065,0.080,1.0
"r[17]",1.3,0.0077,0.43,0.70,1.3,2.1,3203,0.063,1.0
"r[18]",3.4,0.014,0.70,2.3,3.3,4.6,2681,0.053,1.0
"r[19]",0.92,0.0067,0.41,0.35,0.86,1.7,3717,0.073,1.0
"r[20]",0.65,0.0041,0.27,0.27,0.62,1.1,4276,0.084,1.00
"r[21]",7.2,0.026,1.4,5.1,7.1,9.8,3086,0.060,1.00
"r[22]",1.3,0.013,0.67,0.35,1.2,2.5,2569,0.050,1.0
"r[23]",0.40,0.0036,0.22,0.11,0.37,0.81,3699,0.072,1.0
"r[24]",1.7,0.0079,0.44,1.1,1.7,2.5,3071,0.060,1.0
"r[25]",0.81,0.0062,0.36,0.31,0.76,1.5,3290,0.064,1.0
"r[26]",2.9,0.018,0.91,1.5,2.9,4.5,2470,0.048,1.0
"r[27]",0.73,0.0064,0.37,0.23,0.68,1.4,3380,0.066,1.0
"r[28]",1.4,0.0080,0.46,0.75,1.4,2.3,3351,0.066,1.0
"r[29]",1.3,0.0086,0.51,0.61,1.3,2.3,3508,0.069,1.0
"r[30]",1.1,0.0082,0.45,0.47,1.1,2.0,3065,0.060,1.0
"r[31]",1.1,0.0049,0.31,0.61,1.0,1.6,4057,0.079,1.0
"r[32]",0.32,0.0028,0.17,0.10,0.28,0.65,3640,0.071,1.0
"r[33]",1.3,0.0063,0.38,0.78,1.3,2.0,3603,0.071,1.0
"r[34]",0.78,0.0045,0.28,0.38,0.75,1.3,3733,0.073,1.00
"r[35]",0.87,0.0051,0.32,0.40,0.84,1.4,4070,0.080,1.00
"r[36]",1.1,0.0065,0.36,0.59,1.1,1.7,3066,0.060,1.00
"r[37]",1.1,0.0053,0.32,0.63,1.1,1.7,3513,0.069,1.0
"r[38]",0.58,0.0037,0.22,0.27,0.54,0.99,3673,0.072,1.00
"r[39]",0.41,0.0027,0.18,0.17,0.39,0.74,4332,0.085,1.00
"r[40]",0.93,0.0050,0.29,0.51,0.90,1.4,3293,0.065,1.0
"r[41]",0.26,0.0020,0.14,0.083,0.23,0.53,5113,0.10,1.0
"r[42]",0.26,0.0025,0.14,0.086,0.23,0.52,3150,0.062,1.0
"r[43]",1.1,0.0060,0.36,0.55,1.0,1.7,3687,0.072,1.0
"r[44]",0.45,0.0043,0.24,0.14,0.41,0.92,3247,0.064,1.00
"r[45]",1.5,0.0079,0.44,0.80,1.4,2.2,3170,0.062,1.0
"r[46]",1.1,0.0061,0.39,0.56,1.1,1.8,3992,0.078,1.00
