name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12923.5,0.270454,11.7401,-12943.3,-12923.2,-12905,1884.32,0.0194419,1.00134
"accept_stat__",0.850946,0.0546346,0.204975,0.346612,0.924794,0.997287,14.0757,0.000145229,1.06543
"stepsize__",0.164373,0.0210961,0.0258567,0.136219,0.158246,0.198654,1.50225,1.54999e-05,2.02609e+13
"treedepth__",4.35683,0.213064,1.01292,2,5,5,22.6012,0.000233194,1.04479
"n_leapfrog__",25.222,2.60107,8.91061,5,31,31,11.7357,0.000121087,1.07295
"divergent__",0.237167,0.00922569,0.425381,0,0,1,2125.97,0.0219353,1.00161
"energy__",13052.5,0.375657,16.2037,13026.5,13052.1,13079.2,1860.57,0.0191969,1.00052
"r[1]",0.49,0.0038,0.25,0.16,0.46,0.94,4122,0.043,1.00
"r[2]",2.5,0.0073,0.54,1.7,2.5,3.5,5333,0.055,1.00
"r[3]",0.91,0.0046,0.32,0.45,0.87,1.5,4778,0.049,1.0
"r[4]",2.8,0.0075,0.58,1.9,2.8,3.8,6034,0.062,1.00
"r[5]",0.48,0.0038,0.24,0.15,0.43,0.94,4138,0.043,1.0
"r[6]",1.5,0.0061,0.44,0.84,1.5,2.3,5186,0.054,1.0
"r[7]",2.4,0.0087,0.59,1.5,2.3,3.5,4611,0.048,1.0
"r[8]",0.84,0.0053,0.37,0.33,0.80,1.5,4907,0.051,1.0
"r[9]",1.4,0.0052,0.39,0.85,1.4,2.1,5630,0.058,1.00
"r[10]",0.44,0.0031,0.22,0.15,0.40,0.86,5081,0.052,1.0
"r[11]",1.8,0.0074,0.53,0.99,1.7,2.7,5112,0.053,1.00
"r[12]",2.1,0.0085,0.59,1.2,2.0,3.2,4784,0.049,1.00
"r[13]",0.50,0.0036,0.27,0.15,0.45,1.00,5685,0.059,1.00
"r[14]",0.32,0.0028,0.20,0.079,0.27,0.72,5339,0.055,1.00
"r[15]",0.28,0.0021,0.14,0.10,0.26,0.54,4389,0.045,1.0
"r[16]",0.56,0.0028,0.21,0.27,0.53,0.94,5579,0.058,1.0
"r[17]",1.1,0.0053,0.34,0.66,1.1,1.8,4164,0.043,1.0
"r[18]",0.85,0.0040,0.29,0.42,0.82,1.4,5299,0.055,1.00
"r[19]",1.2,0.0054,0.36,0.68,1.2,1.8,4504,0.046,1.0
"r[20]",0.24,0.0017,0.13,0.080,0.22,0.49,5511,0.057,1.00
"r[21]",0.51,0.0033,0.23,0.20,0.48,0.93,4714,0.049,1.0
"r[22]",2.1,0.0070,0.49,1.4,2.1,3.0,4828,0.050,1.00
"r[23]",0.49,0.0028,0.20,0.21,0.46,0.86,5098,0.053,1.0
"r[24]",0.25,0.0019,0.14,0.077,0.22,0.51,5147,0.053,1.0
"r[25]",0.69,0.0039,0.26,0.33,0.67,1.2,4459,0.046,1.0
"r[26]",0.98,0.0044,0.32,0.51,0.94,1.5,5441,0.056,1.00
"r[27]",0.35,0.0025,0.19,0.11,0.32,0.71,5638,0.058,1.0
"r[28]",0.28,0.0026,0.17,0.080,0.25,0.61,4312,0.044,1.0
"r[29]",1.8,0.0089,0.58,0.96,1.8,2.8,4175,0.043,1.0
"r[30]",2.6,0.0099,0.69,1.5,2.5,3.8,4909,0.051,1.0
"r[31]",0.54,0.0038,0.27,0.18,0.50,1.0,4830,0.050,1.00
"r[32]",2.2,0.0076,0.51,1.4,2.1,3.1,4471,0.046,1.0
"r[33]",2.1,0.0077,0.52,1.4,2.1,3.1,4488,0.046,1.00
"r[34]",2.1,0.0075,0.51,1.3,2.0,3.0,4560,0.047,1.0
"r[35]",0.57,0.0044,0.31,0.17,0.52,1.2,4960,0.051,1.00
"r[36]",2.0,0.0078,0.54,1.2,2.0,3.0,4799,0.050,1.0
"r[37]",0.21,0.0017,0.13,0.058,0.18,0.46,5705,0.059,1.00
"r[38]",1.5,0.0050,0.39,0.93,1.5,2.2,5984,0.062,1.00
"r[39]",0.77,0.0039,0.29,0.35,0.74,1.3,5533,0.057,1.0
"r[40]",1.2,0.0048,0.36,0.63,1.1,1.8,5437,0.056,1.0
"r[41]",1.3,0.0054,0.42,0.69,1.2,2.0,6004,0.062,1.0
"r[42]",0.78,0.0040,0.31,0.34,0.74,1.3,5881,0.061,1.0
"r[43]",0.46,0.0037,0.25,0.14,0.41,0.94,4563,0.047,1.00
"r[44]",0.83,0.0047,0.35,0.33,0.79,1.5,5427,0.056,1.0
"r[45]",0.60,0.0044,0.30,0.20,0.56,1.2,4690,0.048,1.0
"r[46]",2.0,0.0078,0.50,1.2,1.9,2.9,4145,0.043,1.0
"r[47]",7.9,0.024,1.7,5.5,7.8,11,4699,0.048,1.0
"r[48]",1.7,0.015,0.94,0.38,1.6,3.4,3883,0.040,1.0
"r[49]",4.7,0.021,1.3,2.8,4.6,7.1,4081,0.042,1.0
"r[50]",1.2,0.0079,0.52,0.46,1.2,2.1,4343,0.045,1.0
"r[51]",0.69,0.0034,0.25,0.34,0.65,1.1,5388,0.056,1.00
"r[52]",0.42,0.0030,0.20,0.16,0.39,0.79,4437,0.046,1.0
"r[53]",1.0,0.0059,0.39,0.47,1.0,1.7,4443,0.046,1.0
"r[54]",0.70,0.0054,0.34,0.23,0.65,1.3,3871,0.040,1.0
"r[55]",4.3,0.012,0.89,3.0,4.2,5.9,5169,0.053,1.00
"r[56]",0.84,0.0050,0.36,0.34,0.79,1.5,5068,0.052,1.00
"r[57]",0.32,0.0028,0.20,0.084,0.28,0.72,5177,0.053,1.0
"r[58]",1.0,0.0086,0.52,0.31,0.94,2.0,3576,0.037,1.0
"r[59]",0.96,0.0059,0.39,0.40,0.91,1.7,4526,0.047,1.0
"r[60]",0.94,0.0060,0.40,0.37,0.90,1.6,4499,0.046,1.0
"r[61]",0.45,0.0042,0.30,0.11,0.39,1.0,5106,0.053,1.00
"r[62]",1.7,0.0084,0.60,0.85,1.7,2.8,5114,0.053,1.0
"r[63]",0.38,0.0026,0.18,0.14,0.35,0.72,4842,0.050,1.0
"r[64]",0.65,0.0033,0.24,0.32,0.62,1.1,5346,0.055,1.00
"r[65]",0.49,0.0028,0.20,0.21,0.46,0.86,5142,0.053,1.0
"r[66]",0.38,0.0025,0.18,0.15,0.36,0.71,4933,0.051,1.00
"r[67]",0.63,0.0050,0.33,0.19,0.58,1.2,4403,0.045,1.00
"r[68]",1.0,0.0063,0.39,0.44,0.99,1.7,3883,0.040,1.00
"r[69]",1.0,0.0042,0.32,0.55,0.97,1.6,5774,0.060,1.00
"r[70]",0.79,0.0039,0.28,0.40,0.76,1.3,5092,0.053,1.00
"r[71]",0.39,0.0027,0.18,0.15,0.36,0.72,4506,0.046,1.00
"r[72]",0.33,0.0028,0.16,0.12,0.30,0.64,3350,0.035,1.0
"r[73]",0.81,0.0041,0.30,0.38,0.78,1.4,5377,0.055,1.00
"r[74]",1.1,0.0051,0.36,0.56,1.0,1.7,4958,0.051,1.0
"r[75]",0.46,0.0034,0.26,0.13,0.42,0.96,5783,0.060,1.00
"r[76]",5.2,0.015,1.00,3.8,5.2,7.0,4528,0.047,1.0
"r[77]",1.2,0.0095,0.54,0.40,1.1,2.1,3188,0.033,1.00
"r[78]",1.5,0.010,0.56,0.62,1.4,2.5,2989,0.031,1.0
"r[79]",0.75,0.0037,0.26,0.38,0.72,1.2,4776,0.049,1.0
"r[80]",0.29,0.0020,0.16,0.096,0.26,0.58,5976,0.062,1.00
"r[81]",0.77,0.0067,0.42,0.21,0.71,1.6,3991,0.041,1.0
"r[82]",6.3,0.019,1.3,4.5,6.2,8.6,4726,0.049,1.0
"r[83]",1.7,0.0070,0.45,1.00,1.6,2.5,4098,0.042,1.0
"r[84]",1.9,0.0062,0.48,1.2,1.9,2.8,5878,0.061,1.0
"r[85]",0.26,0.0020,0.15,0.083,0.23,0.54,5298,0.055,1.0
"r[86]",1.2,0.0045,0.33,0.68,1.1,1.7,5382,0.056,1.0
"r[87]",0.76,0.0047,0.31,0.32,0.72,1.3,4308,0.044,1.0
"r[88]",0.59,0.0045,0.29,0.20,0.55,1.1,4261,0.044,1.00
"r[89]",1.3,0.0057,0.41,0.68,1.2,2.0,5116,0.053,1.0
"r[90]",1.3,0.0085,0.52,0.53,1.3,2.2,3780,0.039,1.0
"r[91]",0.65,0.0040,0.30,0.25,0.60,1.2,5739,0.059,1.0
"r[92]",0.41,0.0034,0.23,0.12,0.37,0.84,4590,0.047,1.00
"r[93]",0.31,0.0028,0.20,0.078,0.26,0.68,4890,0.050,1.00
"r[94]",3.3,0.0086,0.66,2.3,3.2,4.4,5939,0.061,1.0
"r[95]",0.95,0.0057,0.38,0.39,0.91,1.6,4555,0.047,1.0
"r[96]",1.3,0.0063,0.43,0.68,1.3,2.1,4562,0.047,1.0
"r[97]",2.2,0.0093,0.65,1.3,2.2,3.4,4884,0.050,1.00
"r[98]",2.4,0.010,0.68,1.4,2.4,3.6,4225,0.044,1.00
"r[99]",1.1,0.0061,0.40,0.54,1.1,1.8,4289,0.044,1.00
"r[100]",1.9,0.0079,0.50,1.1,1.9,2.8,4021,0.041,1.0
"r[101]",0.52,0.0035,0.25,0.19,0.48,0.99,5211,0.054,1.0
"r[102]",0.78,0.0045,0.30,0.36,0.74,1.3,4216,0.044,1.0
"r[103]",2.6,0.0099,0.65,1.7,2.6,3.8,4286,0.044,1.0
"r[104]",0.52,0.0043,0.31,0.13,0.45,1.1,5287,0.055,1.0
"r[105]",1.5,0.0091,0.59,0.66,1.5,2.6,4199,0.043,1.00
"r[106]",1.0,0.0075,0.52,0.31,0.93,1.9,4827,0.050,1.00
"r[107]",0.89,0.0049,0.36,0.36,0.85,1.6,5540,0.057,1.00
"r[108]",3.6,0.011,0.74,2.5,3.5,4.9,4918,0.051,1.00
"r[109]",0.46,0.0031,0.21,0.17,0.43,0.85,4650,0.048,1.00
"r[110]",0.63,0.0036,0.25,0.29,0.60,1.1,4924,0.051,1.0
"r[111]",1.2,0.0072,0.44,0.56,1.2,2.0,3740,0.039,1.0
"r[112]",0.99,0.0063,0.44,0.36,0.93,1.8,4911,0.051,1.00
"r[113]",0.45,0.0027,0.20,0.18,0.41,0.83,5686,0.059,1.00
"r[114]",0.52,0.0032,0.21,0.23,0.49,0.91,4615,0.048,1.00
"r[115]",2.3,0.013,0.87,1.0,2.3,3.9,4431,0.046,1.00
"r[116]",5.7,0.019,1.2,3.9,5.6,7.9,4402,0.045,1.0
"r[117]",2.8,0.014,0.92,1.5,2.7,4.4,4196,0.043,1.00
"r[118]",0.93,0.0063,0.46,0.31,0.86,1.8,5253,0.054,1.0
"r[119]",1.5,0.0094,0.63,0.61,1.5,2.7,4482,0.046,1.0
"r[120]",1.2,0.0075,0.51,0.45,1.1,2.1,4553,0.047,1.0
"r[121]",2.2,0.011,0.75,1.1,2.2,3.6,4644,0.048,1.0
"r[122]",1.1,0.0073,0.56,0.34,1.0,2.1,5957,0.061,1.00
"r[123]",3.6,0.013,0.96,2.1,3.5,5.3,5311,0.055,1.00
"r[124]",0.64,0.0054,0.37,0.16,0.57,1.3,4827,0.050,1.0
"r[125]",0.86,0.0070,0.46,0.24,0.79,1.7,4291,0.044,1.00
"r[126]",4.0,0.014,0.95,2.6,4.0,5.7,4589,0.047,1.0
"r[127]",0.35,0.0023,0.17,0.12,0.32,0.68,5475,0.056,1.0
"r[128]",0.30,0.0024,0.17,0.095,0.27,0.62,4999,0.052,1.00
"r[129]",0.67,0.0075,0.39,0.17,0.60,1.4,2721,0.028,1.0
"r[130]",2.1,0.010,0.60,1.2,2.1,3.2,3495,0.036,1.0
"r[131]",6.3,0.016,1.2,4.5,6.2,8.5,5492,0.057,1.00
"r[132]",0.76,0.0068,0.47,0.18,0.68,1.7,4701,0.049,1.0
"r[133]",0.79,0.0049,0.32,0.32,0.76,1.4,4137,0.043,1.0
"r[134]",0.49,0.0042,0.26,0.15,0.44,0.98,3838,0.040,1.0
"r[135]",4.7,0.014,0.95,3.3,4.6,6.3,4897,0.051,1.00
"r[136]",0.84,0.0062,0.44,0.24,0.77,1.7,5050,0.052,1.00
"r[137]",0.72,0.0077,0.50,0.15,0.60,1.7,4211,0.043,1.0
"r[138]",5.7,0.017,1.2,3.8,5.6,7.8,5170,0.053,1.00
"r[139]",4.9,0.017,1.2,3.1,4.8,7.0,4580,0.047,1.0
"r[140]",2.9,0.014,0.88,1.5,2.8,4.4,3924,0.040,1.00
"r[141]",0.87,0.0045,0.32,0.42,0.83,1.5,5130,0.053,1.00
"r[142]",1.1,0.0053,0.37,0.61,1.1,1.8,4846,0.050,1.0
"r[143]",7.7,0.021,1.4,5.7,7.6,10,4554,0.047,1.00
"r[144]",0.67,0.0062,0.42,0.15,0.59,1.5,4540,0.047,1.0
"r[145]",2.3,0.011,0.70,1.2,2.3,3.5,4315,0.045,1.0
