name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12607.5,0.257369,11.6197,-12627.2,-12607.3,-12588.8,2038.36,0.0298316,1.00147
"accept_stat__",0.878174,0.00281418,0.138751,0.642069,0.916215,0.998207,2430.92,0.0355769,1.007
"stepsize__",0.207369,0.0102459,0.012558,0.191664,0.208043,0.2224,1.50225,2.19857e-05,5.9162e+12
"treedepth__",3.93633,0.253338,0.875637,2,4,5,11.9467,0.000174841,1.07322
"n_leapfrog__",17.9817,4.71248,8.03231,6,15,31,2.90524,4.25185e-05,1.3862
"divergent__",0.201667,0.0105778,0.401278,0,0,1,1439.13,0.0210619,1.01211
"energy__",12736.3,0.365217,16.1923,12710,12736,12763.2,1965.68,0.0287679,1.0008
"r[1]",0.29,0.0021,0.15,0.11,0.26,0.56,4968,0.073,1.0
"r[2]",1.3,0.0048,0.35,0.84,1.3,2.0,5155,0.075,1.00
"r[3]",0.62,0.0030,0.23,0.30,0.60,1.0,5647,0.083,1.00
"r[4]",0.73,0.0034,0.25,0.38,0.70,1.2,5376,0.079,1.00
"r[5]",0.29,0.0020,0.15,0.099,0.27,0.58,5460,0.080,1.00
"r[6]",0.24,0.0019,0.14,0.071,0.22,0.50,5513,0.081,1.00
"r[7]",2.5,0.0082,0.58,1.6,2.4,3.5,4977,0.073,1.00
"r[8]",1.0,0.0053,0.38,0.47,0.97,1.7,5082,0.074,1.00
"r[9]",1.00,0.0050,0.36,0.48,0.96,1.6,5180,0.076,1.00
"r[10]",1.9,0.0075,0.51,1.2,1.9,2.8,4501,0.066,1.0
"r[11]",1.9,0.0068,0.49,1.1,1.8,2.7,5238,0.077,1.00
"r[12]",1.7,0.0076,0.51,0.97,1.7,2.6,4505,0.066,1.00
"r[13]",0.27,0.0024,0.17,0.070,0.24,0.60,5021,0.073,1.00
"r[14]",0.26,0.0024,0.16,0.073,0.23,0.57,4346,0.064,1.00
"r[15]",0.41,0.0030,0.21,0.13,0.37,0.79,4953,0.072,1.00
"r[16]",3.6,0.0096,0.70,2.5,3.6,4.8,5328,0.078,1.00
"r[17]",1.6,0.0066,0.48,0.91,1.6,2.5,5235,0.077,1.0
"r[18]",2.4,0.0088,0.60,1.6,2.4,3.5,4720,0.069,1.0
"r[19]",1.6,0.0075,0.54,0.84,1.6,2.6,5111,0.075,1.00
"r[20]",0.63,0.0044,0.32,0.21,0.59,1.2,5234,0.077,1.00
"r[21]",1.2,0.0055,0.37,0.68,1.2,1.9,4473,0.065,1.00
"r[22]",0.56,0.0038,0.25,0.21,0.53,1.0,4375,0.064,1.00
"r[23]",0.67,0.0034,0.25,0.32,0.64,1.1,5287,0.077,1.00
"r[24]",0.95,0.0040,0.29,0.54,0.92,1.5,5105,0.075,1.00
"r[25]",0.32,0.0024,0.18,0.098,0.28,0.67,5667,0.083,1.00
