name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12883,0.297542,11.7133,-12902.5,-12882.8,-12864.3,1549.76,0.0253486,1.00485
"accept_stat__",0.823276,0.00676557,0.196666,0.485091,0.876311,0.993154,844.986,0.0138211,1.00814
"stepsize__",0.201362,0.0131263,0.0160885,0.179657,0.20631,0.218119,1.50225,2.45717e-05,1.5461e+13
"treedepth__",3.32633,0.141523,1.19391,1,4,5,71.1686,0.00116407,1.02563
"n_leapfrog__",14.894,3.2239,8.52396,2,15,31,6.99069,0.000114343,1.13039
"divergent__",0.5925,0.0547162,0.49141,0,1,1,80.6597,0.00131931,1.01964
"energy__",13011.9,0.405789,16.4897,12985.3,13011.5,13039.3,1651.3,0.0270096,1.0038
"r[1]",0.22,0.0027,0.13,0.063,0.19,0.47,2438,0.040,1.0
"r[2]",1.4,0.0072,0.37,0.88,1.4,2.1,2625,0.043,1.0
"r[3]",1.3,0.011,0.42,0.64,1.2,2.0,1605,0.026,1.00
"r[4]",0.73,0.0081,0.34,0.25,0.68,1.3,1802,0.029,1.0
"r[5]",4.6,0.019,0.91,3.2,4.5,6.2,2353,0.038,1.0
"r[6]",0.68,0.0072,0.33,0.24,0.63,1.3,2126,0.035,1.0
"r[7]",7.4,0.028,1.4,5.4,7.3,9.8,2333,0.038,1.0
"r[8]",3.1,0.016,0.69,2.0,3.1,4.3,1999,0.033,1.0
"r[9]",1.0,0.0061,0.32,0.55,0.99,1.6,2732,0.045,1.0
"r[10]",0.30,0.0033,0.15,0.10,0.27,0.58,2204,0.036,1.0
"r[11]",0.27,0.0040,0.17,0.072,0.23,0.61,1803,0.029,1.0
"r[12]",0.60,0.0077,0.36,0.15,0.52,1.3,2234,0.037,1.0
"r[13]",0.77,0.0060,0.32,0.32,0.74,1.4,2882,0.047,1.0
"r[14]",0.79,0.0079,0.38,0.25,0.74,1.5,2383,0.039,1.0
"r[15]",0.45,0.0052,0.24,0.13,0.41,0.90,2196,0.036,1.0
"r[16]",0.50,0.0051,0.25,0.17,0.47,0.96,2305,0.038,1.0
"r[17]",1.9,0.0097,0.50,1.1,1.8,2.8,2644,0.043,1.0
"r[18]",2.0,0.012,0.51,1.2,1.9,2.9,1960,0.032,1.00
"r[19]",0.32,0.0045,0.20,0.081,0.28,0.71,2039,0.033,1.0
"r[20]",6.2,0.024,1.2,4.4,6.1,8.2,2294,0.038,1.0
"r[21]",0.65,0.0058,0.30,0.24,0.61,1.2,2719,0.044,1.00
"r[22]",1.9,0.011,0.50,1.2,1.9,2.8,2090,0.034,1.0
"r[23]",0.54,0.0047,0.24,0.23,0.51,0.99,2496,0.041,1.00
"r[24]",0.82,0.0068,0.29,0.40,0.79,1.4,1874,0.031,1.0
"r[25]",1.1,0.010,0.42,0.54,1.1,1.9,1700,0.028,1.0
"r[26]",3.4,0.018,0.77,2.3,3.3,4.8,1779,0.029,1.0
"r[27]",0.58,0.0062,0.30,0.18,0.53,1.1,2437,0.040,1.0
"r[28]",0.67,0.0065,0.31,0.25,0.63,1.2,2344,0.038,1.0
"r[29]",1.2,0.010,0.47,0.54,1.1,2.1,2178,0.036,1.0
"r[30]",1.1,0.0091,0.45,0.45,1.0,1.9,2489,0.041,1.0
"r[31]",1.0,0.0075,0.33,0.50,0.98,1.6,1964,0.032,1.00
"r[32]",0.78,0.0059,0.29,0.38,0.74,1.3,2437,0.040,1.0
"r[33]",0.51,0.0051,0.23,0.20,0.48,0.93,1946,0.032,1.0
"r[34]",1.3,0.0073,0.36,0.72,1.2,1.9,2443,0.040,1.0
"r[35]",1.0,0.0089,0.36,0.51,0.99,1.7,1681,0.027,1.0
"r[36]",1.3,0.0089,0.42,0.68,1.3,2.0,2234,0.037,1.0
"r[37]",2.6,0.028,1.2,0.83,2.5,4.8,1913,0.031,1.0
"r[38]",4.3,0.033,1.3,2.3,4.2,6.6,1640,0.027,1.0
"r[39]",3.2,0.013,0.66,2.2,3.1,4.3,2494,0.041,1.0
"r[40]",0.88,0.0072,0.37,0.35,0.84,1.5,2653,0.043,1.0
"r[41]",0.95,0.012,0.49,0.26,0.90,1.8,1782,0.029,1.0
"r[42]",7.4,0.037,1.7,4.9,7.3,11,2163,0.035,1.0
"r[43]",0.85,0.0099,0.45,0.24,0.78,1.7,2009,0.033,1.0
"r[44]",0.66,0.0063,0.30,0.24,0.62,1.2,2277,0.037,1.0
"r[45]",5.7,0.020,1.0,4.1,5.6,7.5,2655,0.043,1.0
"r[46]",1.3,0.012,0.58,0.44,1.2,2.3,2252,0.037,1.0
"r[47]",0.23,0.0024,0.12,0.080,0.21,0.46,2557,0.042,1.0
"r[48]",0.43,0.0034,0.18,0.19,0.41,0.77,2704,0.044,1.0
"r[49]",0.61,0.0056,0.28,0.22,0.57,1.1,2572,0.042,1.0
"r[50]",2.5,0.016,0.72,1.4,2.4,3.7,1972,0.032,1.0
"r[51]",2.1,0.011,0.48,1.4,2.0,2.9,2048,0.034,1.0
"r[52]",0.37,0.0057,0.20,0.11,0.33,0.73,1243,0.020,1.0
"r[53]",3.0,0.015,0.66,2.1,3.0,4.2,1897,0.031,1.0
"r[54]",1.2,0.0084,0.39,0.61,1.1,1.9,2219,0.036,1.0
"r[55]",0.70,0.0063,0.32,0.26,0.65,1.3,2625,0.043,1.0
"r[56]",1.6,0.012,0.47,0.93,1.6,2.4,1511,0.025,1.0
"r[57]",1.2,0.0100,0.40,0.59,1.1,1.9,1583,0.026,1.00
"r[58]",0.57,0.0064,0.29,0.20,0.51,1.1,2154,0.035,1.0
"r[59]",0.45,0.0048,0.24,0.14,0.40,0.90,2520,0.041,1.0
"r[60]",0.53,0.0059,0.28,0.16,0.49,1.1,2237,0.037,1.0
"r[61]",1.4,0.012,0.52,0.65,1.4,2.4,1783,0.029,1.0
"r[62]",2.0,0.014,0.62,1.0,1.9,3.0,1873,0.031,1.0
"r[63]",0.84,0.0076,0.37,0.32,0.78,1.5,2394,0.039,1.0
"r[64]",1.3,0.011,0.45,0.64,1.3,2.1,1846,0.030,1.0
"r[65]",1.3,0.0096,0.47,0.66,1.3,2.2,2361,0.039,1.0
"r[66]",1.6,0.011,0.50,0.85,1.5,2.5,2157,0.035,1.0
"r[67]",1.3,0.019,0.75,0.30,1.2,2.7,1640,0.027,1.0
"r[68]",3.2,0.023,0.99,1.7,3.1,4.9,1803,0.029,1.00
"r[69]",0.73,0.0093,0.41,0.19,0.67,1.5,1909,0.031,1.0
"r[70]",2.8,0.015,0.70,1.8,2.8,4.1,2080,0.034,1.0
"r[71]",0.48,0.0050,0.27,0.14,0.43,1.0,2837,0.046,1.00
"r[72]",1.2,0.0079,0.39,0.61,1.1,1.9,2457,0.040,1.0
"r[73]",4.7,0.030,1.3,2.6,4.6,6.9,1936,0.032,1.0
"r[74]",2.0,0.024,1.0,0.47,1.9,3.8,1862,0.030,1.0
"r[75]",3.3,0.045,1.7,0.78,3.1,6.2,1394,0.023,1.0
"r[76]",2.7,0.034,1.4,0.63,2.5,5.3,1745,0.029,1.0
"r[77]",0.72,0.0068,0.32,0.26,0.68,1.3,2290,0.037,1.0
"r[78]",4.4,0.019,0.83,3.2,4.4,5.9,1936,0.032,1.00
"r[79]",0.18,0.0022,0.11,0.050,0.15,0.39,2435,0.040,1.0
"r[80]",0.49,0.0042,0.20,0.22,0.46,0.85,2145,0.035,1.0
"r[81]",0.65,0.0053,0.26,0.30,0.61,1.1,2396,0.039,1.0
"r[82]",0.95,0.0084,0.38,0.40,0.91,1.6,2005,0.033,1.0
"r[83]",11,0.043,1.9,7.8,10,14,1992,0.033,1.0
"r[84]",0.38,0.0047,0.21,0.11,0.35,0.78,2086,0.034,1.0
"r[85]",1.9,0.010,0.46,1.2,1.8,2.7,2097,0.034,1.0
"r[86]",0.72,0.0056,0.27,0.34,0.69,1.2,2347,0.038,1.00
"r[87]",0.71,0.0058,0.29,0.32,0.67,1.2,2501,0.041,1.0
"r[88]",0.37,0.0042,0.21,0.11,0.33,0.75,2336,0.038,1.0
"r[89]",0.68,0.0072,0.34,0.22,0.62,1.3,2235,0.037,1.0
"r[90]",0.84,0.0082,0.36,0.32,0.80,1.5,1900,0.031,1.0
"r[91]",2.7,0.025,1.0,1.0,2.7,4.4,1609,0.026,1.0
"r[92]",7.6,0.047,2.2,4.5,7.3,11,2123,0.035,1.0
"r[93]",0.63,0.0057,0.26,0.27,0.59,1.1,2143,0.035,1.00
"r[94]",1.3,0.0087,0.39,0.75,1.3,2.0,1985,0.032,1.0
"r[95]",0.78,0.0064,0.31,0.34,0.74,1.3,2351,0.038,1.0
"r[96]",2.8,0.012,0.60,1.9,2.8,3.9,2552,0.042,1.0
"r[97]",0.80,0.0074,0.35,0.30,0.76,1.5,2278,0.037,1.00
"r[98]",0.96,0.0083,0.35,0.46,0.93,1.6,1792,0.029,1.00
"r[99]",6.9,0.031,1.3,5.1,6.8,9.3,1700,0.028,1.0
"r[100]",0.74,0.010,0.43,0.18,0.66,1.5,1738,0.028,1.0
"r[101]",0.47,0.0047,0.23,0.16,0.43,0.90,2471,0.040,1.0
"r[102]",0.74,0.0060,0.29,0.34,0.70,1.3,2334,0.038,1.0
"r[103]",2.5,0.014,0.65,1.5,2.5,3.7,2157,0.035,1.0
"r[104]",1.5,0.014,0.63,0.55,1.4,2.6,1921,0.031,1.0
"r[105]",1.2,0.011,0.48,0.49,1.1,2.1,1895,0.031,1.0
"r[106]",1.00,0.0094,0.44,0.37,0.94,1.8,2247,0.037,1.0
"r[107]",1.1,0.0067,0.33,0.64,1.1,1.7,2459,0.040,1.0
"r[108]",0.72,0.0057,0.27,0.34,0.68,1.2,2313,0.038,1.0
"r[109]",0.30,0.0033,0.16,0.098,0.27,0.61,2426,0.040,1.00
"r[110]",0.42,0.0038,0.20,0.16,0.39,0.78,2639,0.043,1.00
"r[111]",2.2,0.010,0.52,1.5,2.2,3.2,2623,0.043,1.0
"r[112]",0.31,0.0044,0.18,0.087,0.27,0.65,1665,0.027,1.0
"r[113]",0.91,0.0075,0.36,0.41,0.87,1.6,2290,0.037,1.0
"r[114]",1.3,0.0091,0.41,0.65,1.2,2.0,2073,0.034,1.0
"r[115]",1.5,0.0086,0.42,0.90,1.5,2.3,2455,0.040,1.0
"r[116]",0.58,0.0059,0.29,0.21,0.54,1.1,2328,0.038,1.00
"r[117]",2.6,0.013,0.68,1.6,2.5,3.8,2867,0.047,1.00
"r[118]",1.1,0.0093,0.45,0.46,1.0,1.9,2266,0.037,1.0
"r[119]",1.7,0.013,0.56,0.89,1.7,2.7,1747,0.029,1.0
"r[120]",0.44,0.0050,0.24,0.14,0.40,0.89,2206,0.036,1.0
"r[121]",0.54,0.0068,0.31,0.14,0.47,1.1,2167,0.035,1.0
"r[122]",1.2,0.011,0.50,0.52,1.2,2.1,2127,0.035,1.0
"r[123]",2.8,0.016,0.77,1.6,2.7,4.1,2184,0.036,1.0
"r[124]",1.2,0.020,0.78,0.24,0.97,2.7,1458,0.024,1.0
"r[125]",0.55,0.0076,0.34,0.13,0.48,1.2,2028,0.033,1.0
"r[126]",1.2,0.011,0.53,0.45,1.1,2.1,2244,0.037,1.0
"r[127]",1.4,0.011,0.48,0.67,1.3,2.2,2070,0.034,1.0
"r[128]",1.5,0.012,0.49,0.75,1.4,2.4,1712,0.028,1.00
"r[129]",0.34,0.0031,0.16,0.12,0.31,0.63,2603,0.043,1.00
"r[130]",0.26,0.0032,0.15,0.083,0.23,0.54,2112,0.035,1.00
"r[131]",2.8,0.020,0.86,1.5,2.7,4.3,1772,0.029,1.0
"r[132]",1.5,0.016,0.69,0.50,1.4,2.8,1811,0.030,1.0
"r[133]",1.9,0.011,0.54,1.1,1.8,2.8,2210,0.036,1.0
"r[134]",2.8,0.015,0.65,1.8,2.7,4.0,1811,0.030,1.0
"r[135]",0.72,0.0067,0.29,0.32,0.68,1.2,1842,0.030,1.0
"r[136]",0.57,0.0053,0.25,0.23,0.54,1.0,2254,0.037,1.0
"r[137]",1.7,0.011,0.52,0.94,1.7,2.7,2132,0.035,1.0
"r[138]",0.74,0.0085,0.37,0.25,0.69,1.4,1861,0.030,1.00
"r[139]",0.98,0.010,0.48,0.33,0.92,1.9,2162,0.035,1.0
"r[140]",4.2,0.023,1.1,2.6,4.1,6.1,2200,0.036,1.00
"r[141]",0.33,0.0039,0.19,0.095,0.29,0.68,2311,0.038,1.00
"r[142]",2.3,0.010,0.51,1.6,2.3,3.2,2450,0.040,1.0
"r[143]",1.0,0.0071,0.34,0.55,1.0,1.6,2246,0.037,1.0
"r[144]",0.54,0.0054,0.24,0.21,0.51,0.99,1912,0.031,1.0
"r[145]",0.95,0.0098,0.41,0.35,0.92,1.7,1746,0.029,1.0
"r[146]",0.77,0.010,0.40,0.23,0.70,1.5,1550,0.025,1.0
"r[147]",0.30,0.0036,0.17,0.087,0.27,0.62,2291,0.037,1.0
"r[148]",0.84,0.0059,0.28,0.44,0.81,1.3,2235,0.037,1.0
"r[149]",2.0,0.010,0.48,1.2,1.9,2.8,2084,0.034,1.0
"r[150]",1.1,0.0072,0.36,0.60,1.1,1.8,2521,0.041,1.0
"r[151]",0.76,0.0079,0.35,0.27,0.71,1.4,2006,0.033,1.0
"r[152]",0.78,0.0064,0.31,0.34,0.74,1.4,2396,0.039,1.0
"r[153]",0.80,0.010,0.48,0.19,0.70,1.7,2196,0.036,1.00
"r[154]",6.9,0.029,1.4,4.8,6.8,9.3,2139,0.035,1.0
"r[155]",1.8,0.014,0.65,0.81,1.7,2.9,2056,0.034,1.0
"r[156]",1.3,0.013,0.54,0.51,1.2,2.2,1718,0.028,1.0
"r[157]",0.61,0.0042,0.22,0.29,0.58,1.0,2803,0.046,1.0
"r[158]",0.33,0.0033,0.16,0.13,0.31,0.63,2301,0.038,1.0
"r[159]",1.7,0.010,0.49,0.93,1.6,2.5,2384,0.039,1.0
"r[160]",3.2,0.015,0.70,2.2,3.2,4.4,2184,0.036,1.0
"r[161]",0.94,0.0073,0.38,0.41,0.90,1.6,2632,0.043,1.0
"r[162]",0.39,0.0036,0.18,0.15,0.36,0.72,2552,0.042,1.0
"r[163]",0.34,0.0039,0.18,0.11,0.31,0.67,2010,0.033,1.0
"r[164]",1.4,0.0071,0.36,0.87,1.4,2.1,2569,0.042,1.00
"r[165]",1.1,0.0067,0.36,0.63,1.1,1.8,2812,0.046,1.00
