name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12859.4,0.380996,11.6763,-12879.1,-12859.2,-12840.7,939.22,0.0165568,1.00365
"accept_stat__",0.78244,0.0651173,0.228574,0,0.85013,0.977273,12.3214,0.000217204,1.07227
"stepsize__",0.177532,0.0539656,0.0661438,0.084213,0.218712,0.229672,1.50225,2.64821e-05,3.82667e+13
"treedepth__",2.9,0.496243,1.32437,0,3,5,7.12248,0.000125557,1.12422
"n_leapfrog__",13.9908,6.48161,12.695,1,11,44,3.8362,6.76254e-05,1.26129
"divergent__",0.857833,0.0762387,0.34925,0,1,1,20.9857,0.000369941,1.04578
"energy__",12988.5,0.4523,16.498,12962,12988,13016.1,1330.49,0.0234542,1.00307
"r[1]",0.22,0.0039,0.14,0.061,0.19,0.49,1210,0.021,1.0
"r[2]",1.4,0.013,0.36,0.90,1.4,2.1,810,0.014,1.0
"r[3]",1.4,0.014,0.41,0.77,1.3,2.1,798,0.014,1.0
"r[4]",0.72,0.015,0.35,0.23,0.68,1.4,586,0.010,1.0
"r[5]",4.6,0.035,0.89,3.3,4.5,6.2,665,0.012,1.0
"r[6]",0.67,0.011,0.33,0.21,0.63,1.3,857,0.015,1.0
"r[7]",7.4,0.056,1.4,5.3,7.3,9.9,608,0.011,1.0
"r[8]",3.1,0.021,0.72,1.9,3.0,4.3,1130,0.020,1.0
"r[9]",0.98,0.0088,0.29,0.56,0.95,1.5,1120,0.020,1.0
"r[10]",0.28,0.0057,0.15,0.089,0.25,0.57,706,0.012,1.00
"r[11]",0.26,0.0062,0.16,0.063,0.23,0.55,670,0.012,1.0
"r[12]",0.62,0.015,0.39,0.12,0.53,1.4,709,0.013,1.0
"r[13]",0.78,0.010,0.34,0.32,0.73,1.4,1114,0.020,1.0
"r[14]",0.77,0.012,0.36,0.24,0.72,1.4,899,0.016,1.0
"r[15]",0.43,0.0066,0.22,0.14,0.40,0.83,1086,0.019,1.0
"r[16]",0.45,0.0072,0.22,0.16,0.42,0.85,945,0.017,1.0
"r[17]",1.8,0.017,0.51,1.1,1.8,2.7,909,0.016,1.0
"r[18]",2.0,0.017,0.50,1.3,2.0,2.9,879,0.015,1.0
"r[19]",0.30,0.0061,0.20,0.076,0.25,0.67,1027,0.018,1.0
"r[20]",6.1,0.035,1.1,4.4,6.0,8.1,1039,0.018,1.0
"r[21]",0.62,0.011,0.30,0.21,0.57,1.2,788,0.014,1.0
"r[22]",1.9,0.016,0.49,1.2,1.9,2.8,972,0.017,1.0
"r[23]",0.55,0.0073,0.23,0.24,0.52,0.95,943,0.017,1.0
"r[24]",0.78,0.0093,0.27,0.40,0.75,1.3,869,0.015,1.0
"r[25]",1.1,0.015,0.42,0.47,0.99,1.8,743,0.013,1.0
"r[26]",3.4,0.023,0.76,2.3,3.4,4.8,1108,0.020,1.0
"r[27]",0.66,0.011,0.33,0.21,0.62,1.2,935,0.016,1.0
"r[28]",0.79,0.014,0.35,0.29,0.75,1.4,633,0.011,1.0
"r[29]",1.2,0.016,0.48,0.52,1.1,2.1,839,0.015,1.0
