name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-13860.2,0.260006,11.5978,-13880,-13859.8,-13841.8,1989.67,0.017136,1.00123
"accept_stat__",0.906216,0.00245569,0.125364,0.678103,0.946646,0.998476,2606.16,0.0224455,1.00687
"stepsize__",0.143247,0.00314265,0.00385183,0.13919,0.142128,0.148423,1.50225,1.29381e-05,4.89658e+12
"treedepth__",4.92083,0.01136,0.434278,5,5,5,1461.43,0.0125865,1.00057
"n_leapfrog__",30.3537,0.095229,3.57212,31,31,31,1407.06,0.0121183,1.00064
"divergent__",0.0426667,0.00460141,0.202121,0,0,0,1929.49,0.0166177,1.0009
"energy__",13989.2,0.368563,16.1691,13963.1,13988.8,14016.5,1924.63,0.0165758,1.00116
"r[1]",3.5,0.0071,0.71,2.4,3.5,4.7,9915,0.085,1.00
"r[2]",0.47,0.0034,0.31,0.12,0.40,1.1,8189,0.071,1.0
"r[3]",3.8,0.0071,0.75,2.7,3.8,5.1,11051,0.095,1.00
"r[4]",0.86,0.0034,0.33,0.38,0.84,1.4,9307,0.080,1.00
"r[5]",0.62,0.0037,0.34,0.17,0.56,1.3,8661,0.075,1.0
"r[6]",4.6,0.0087,0.93,3.2,4.5,6.2,11478,0.099,1.00
"r[7]",1.9,0.0045,0.48,1.2,1.9,2.8,11421,0.098,1.00
"r[8]",1.2,0.0039,0.39,0.66,1.2,1.9,10162,0.088,1.00
"r[9]",0.40,0.0021,0.22,0.12,0.37,0.81,11048,0.095,1.00
"r[10]",2.6,0.0050,0.57,1.8,2.6,3.6,12754,0.11,1.00
"r[11]",1.7,0.0046,0.46,1.0,1.6,2.5,9689,0.083,1.00
"r[12]",0.85,0.0032,0.33,0.39,0.81,1.4,10348,0.089,1.00
"r[13]",0.44,0.0024,0.24,0.14,0.40,0.89,9867,0.085,1.00
"r[14]",0.99,0.0040,0.41,0.41,0.93,1.7,10491,0.090,1.00
"r[15]",1.4,0.0037,0.39,0.83,1.4,2.1,10876,0.094,1.00
"r[16]",0.99,0.0031,0.32,0.52,0.95,1.6,11263,0.097,1.00
"r[17]",2.3,0.0047,0.50,1.5,2.3,3.2,11328,0.098,1.00
"r[18]",0.74,0.0028,0.29,0.33,0.70,1.3,10783,0.093,1.0
"r[19]",0.40,0.0022,0.22,0.12,0.36,0.82,9703,0.084,1.00
"r[20]",0.71,0.0027,0.28,0.31,0.67,1.2,10916,0.094,1.00
"r[21]",1.1,0.0031,0.34,0.65,1.1,1.7,11426,0.098,1.00
"r[22]",0.50,0.0020,0.22,0.20,0.46,0.90,11963,0.10,1.00
"r[23]",0.46,0.0020,0.21,0.18,0.43,0.86,11373,0.098,1.00
"r[24]",0.58,0.0022,0.24,0.26,0.55,1.0,11795,0.10,1.0
"r[25]",1.5,0.0042,0.41,0.89,1.5,2.2,9266,0.080,1.00
"r[26]",1.2,0.0036,0.38,0.65,1.1,1.9,11492,0.099,1.00
"r[27]",0.68,0.0031,0.31,0.25,0.63,1.2,9597,0.083,1.00
"r[28]",0.42,0.0022,0.21,0.15,0.39,0.83,8981,0.077,1.00
"r[29]",0.54,0.0028,0.26,0.19,0.49,1.0,8907,0.077,1.00
"r[30]",0.34,0.0021,0.20,0.092,0.30,0.72,9322,0.080,1.00
"r[31]",2.1,0.0048,0.49,1.4,2.1,3.0,10715,0.092,1.00
"r[32]",1.1,0.0040,0.36,0.58,1.1,1.7,8184,0.070,1.00
"r[33]",0.98,0.0034,0.34,0.49,0.95,1.6,9721,0.084,1.0
"r[34]",1.8,0.0042,0.45,1.2,1.8,2.6,11752,0.10,1.00
"r[35]",0.80,0.0034,0.32,0.34,0.76,1.4,9355,0.081,1.00
"r[36]",0.37,0.0021,0.20,0.11,0.33,0.74,9212,0.079,1.00
"r[37]",0.96,0.0053,0.45,0.31,0.90,1.8,7283,0.063,1.0
"r[38]",1.9,0.0059,0.56,1.1,1.9,2.9,9087,0.078,1.00
"r[39]",0.48,0.0025,0.25,0.16,0.44,0.94,10215,0.088,1.00
"r[40]",1.6,0.0042,0.44,0.99,1.6,2.4,10936,0.094,1.0
"r[41]",0.88,0.0038,0.38,0.35,0.84,1.6,9660,0.083,1.00
"r[42]",5.3,0.011,1.1,3.7,5.2,7.3,9529,0.082,1.00
"r[43]",0.71,0.0040,0.37,0.21,0.66,1.4,8560,0.074,1.00
"r[44]",0.86,0.0033,0.35,0.38,0.81,1.5,10843,0.093,1.00
"r[45]",0.85,0.0050,0.42,0.25,0.80,1.6,6986,0.060,1.00
"r[46]",7.6,0.015,1.4,5.6,7.5,10,8882,0.076,1.00
"r[47]",0.68,0.0060,0.40,0.17,0.61,1.4,4442,0.038,1.00
"r[48]",2.3,0.0080,0.66,1.2,2.3,3.4,6741,0.058,1.00
"r[49]",9.6,0.021,2.0,6.8,9.4,13,8859,0.076,1.00
"r[50]",0.55,0.0049,0.39,0.11,0.45,1.3,6317,0.054,1.0
"r[51]",0.23,0.0015,0.13,0.070,0.21,0.49,8574,0.074,1.00
"r[52]",0.58,0.0019,0.22,0.27,0.55,0.97,12899,0.11,1.00
"r[53]",0.20,0.0012,0.12,0.058,0.18,0.43,9998,0.086,1.00
"r[54]",1.7,0.0039,0.41,1.1,1.6,2.4,10880,0.094,1.00
"r[55]",0.88,0.0034,0.35,0.38,0.84,1.5,10921,0.094,1.00
"r[56]",1.9,0.0049,0.50,1.1,1.8,2.8,10309,0.089,1.0
"r[57]",0.73,0.0031,0.33,0.28,0.68,1.4,11263,0.097,1.00
"r[58]",1.2,0.0069,0.56,0.38,1.1,2.2,6698,0.058,1.0
