name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"lp__",-12927.2,0.284501,11.8358,-12947,-12926.7,-12908.1,1730.72,0.0112833,1.0012
"accept_stat__",0.905677,0.0061929,0.148146,0.663247,0.952099,0.998512,572.261,0.00373082,1.01596
"stepsize__",0.096773,0.0120645,0.0147871,0.0810856,0.0926434,0.11659,1.50225,9.79386e-06,2.55248e+13
"treedepth__",4.78517,0.209099,1.30434,2,5,6,38.9115,0.000253681,1.0411
"n_leapfrog__",39.7292,8.98005,20.272,5,31,63,5.09605,3.32235e-05,1.1838
"divergent__",0.417167,0.0123268,0.493132,0,0,1,1600.39,0.0104336,1.00669
"energy__",13056.3,0.366486,16.4188,13029.8,13055.9,13083.7,2007.09,0.0130851,1.00101
"r[1]",0.37,0.0039,0.22,0.11,0.33,0.78,3131,0.020,1.00
"r[2]",2.2,0.0095,0.49,1.4,2.1,3.0,2722,0.018,1.0
"r[3]",1.7,0.0080,0.47,0.99,1.6,2.5,3472,0.023,1.0
"r[4]",1.2,0.0072,0.40,0.62,1.1,1.9,3116,0.020,1.0
"r[5]",0.77,0.0080,0.46,0.19,0.69,1.7,3326,0.022,1.0
"r[6]",2.7,0.013,0.73,1.6,2.7,4.0,3081,0.020,1.00
"r[7]",0.60,0.0038,0.23,0.28,0.58,1.0,3495,0.023,1.00
"r[8]",0.34,0.0030,0.17,0.12,0.31,0.65,3184,0.021,1.0
"r[9]",1.3,0.0080,0.45,0.64,1.3,2.1,3222,0.021,1.00
"r[10]",4.4,0.014,0.87,3.2,4.4,6.0,3989,0.026,1.00
"r[11]",0.71,0.0064,0.40,0.20,0.64,1.5,3842,0.025,1.0
"r[12]",1.2,0.0087,0.47,0.51,1.1,2.0,2930,0.019,1.0
"r[13]",3.2,0.016,0.99,1.7,3.2,5.0,3669,0.024,1.0
"r[14]",2.8,0.016,0.96,1.4,2.7,4.5,3645,0.024,1.00
"r[15]",1.1,0.0054,0.33,0.59,1.0,1.6,3724,0.024,1.0
"r[16]",0.33,0.0027,0.17,0.11,0.30,0.66,3945,0.026,1.0
"r[17]",0.23,0.0020,0.12,0.076,0.21,0.47,3890,0.025,1.0
"r[18]",0.89,0.0041,0.27,0.49,0.86,1.4,4384,0.029,1.0
"r[19]",1.0,0.0062,0.34,0.54,1.0,1.7,3012,0.020,1.0
"r[20]",0.46,0.0036,0.23,0.16,0.43,0.90,4081,0.027,1.00
"r[21]",1.9,0.0083,0.51,1.2,1.9,2.8,3745,0.024,1.0
"r[22]",1.4,0.0078,0.44,0.75,1.3,2.2,3217,0.021,1.0
"r[23]",0.27,0.0022,0.14,0.093,0.25,0.53,3938,0.026,1.0
"r[24]",0.31,0.0027,0.16,0.11,0.28,0.60,3421,0.022,1.0
"r[25]",1.5,0.0078,0.46,0.88,1.5,2.4,3595,0.023,1.00
"r[26]",0.47,0.0043,0.25,0.15,0.42,0.96,3590,0.023,1.0
"r[27]",2.5,0.012,0.69,1.4,2.4,3.7,3299,0.022,1.0
"r[28]",0.59,0.0062,0.37,0.14,0.52,1.3,3655,0.024,1.00
"r[29]",5.0,0.022,1.3,3.1,4.8,7.3,3638,0.024,1.00
"r[30]",1.1,0.012,0.70,0.23,0.93,2.4,3291,0.021,1.00
"r[31]",0.41,0.0026,0.17,0.18,0.38,0.72,4214,0.027,1.0
"r[32]",0.16,0.0017,0.098,0.050,0.14,0.35,3232,0.021,1.00
"r[33]",0.60,0.0034,0.24,0.27,0.57,1.0,4866,0.032,1.0
"r[34]",0.86,0.0043,0.29,0.44,0.82,1.4,4480,0.029,1.00
"r[35]",1.00,0.0050,0.32,0.53,0.96,1.6,4190,0.027,1.0
"r[36]",0.26,0.0025,0.14,0.081,0.23,0.52,3068,0.020,1.0
"r[37]",2.4,0.0081,0.51,1.6,2.3,3.3,3949,0.026,1.0
"r[38]",0.38,0.0030,0.19,0.12,0.34,0.74,4196,0.027,1.00
"r[39]",0.63,0.0045,0.27,0.25,0.59,1.1,3529,0.023,1.0
"r[40]",0.65,0.0044,0.27,0.28,0.62,1.1,3604,0.023,1.0
"r[41]",2.7,0.011,0.63,1.8,2.7,3.9,3456,0.023,1.00
"r[42]",0.51,0.0039,0.27,0.15,0.48,1.0,4793,0.031,1.00
"r[43]",0.84,0.0077,0.40,0.27,0.79,1.6,2779,0.018,1.0
"r[44]",1.3,0.0094,0.48,0.64,1.3,2.2,2556,0.017,1.00
"r[45]",1.5,0.022,0.97,0.30,1.3,3.4,2016,0.013,1.0
"r[46]",11,0.048,2.3,7.5,10,15,2290,0.015,1.0
"r[47]",2.3,0.011,0.61,1.4,2.2,3.4,2909,0.019,1.0
"r[48]",1.00,0.0081,0.44,0.37,0.95,1.8,2885,0.019,1.0
"r[49]",2.5,0.016,0.82,1.3,2.5,4.0,2541,0.017,1.0
"r[50]",3.4,0.024,1.2,1.5,3.3,5.5,2720,0.018,1.0
"r[51]",0.31,0.0029,0.18,0.096,0.28,0.65,3775,0.025,1.0
"r[52]",3.2,0.011,0.63,2.3,3.2,4.4,3559,0.023,1.0
"r[53]",1.7,0.0075,0.45,1.0,1.7,2.5,3565,0.023,1.00
"r[54]",1.9,0.0072,0.47,1.1,1.8,2.7,4248,0.028,1.00
"r[55]",0.55,0.0042,0.26,0.19,0.52,1.0,3957,0.026,1.00
"r[56]",0.37,0.0030,0.21,0.11,0.32,0.77,4761,0.031,1.00
"r[57]",0.69,0.0058,0.36,0.21,0.64,1.4,3923,0.026,1.0
"r[58]",1.3,0.010,0.62,0.40,1.2,2.4,3794,0.025,1.00
"r[59]",1.7,0.013,0.80,0.53,1.6,3.1,3503,0.023,1.00
"r[60]",2.9,0.015,0.93,1.5,2.8,4.5,3859,0.025,1.0
"r[61]",1.7,0.020,1.1,0.31,1.5,3.7,2906,0.019,1.00
"r[62]",1.4,0.017,0.90,0.25,1.2,3.0,2785,0.018,1.0
"r[63]",4.3,0.013,0.80,3.1,4.2,5.6,3532,0.023,1.00
"r[64]",0.37,0.0032,0.22,0.11,0.33,0.80,4684,0.031,1.00
"r[65]",0.82,0.0059,0.35,0.33,0.78,1.4,3540,0.023,1.00
"r[66]",1.5,0.0078,0.45,0.82,1.5,2.3,3412,0.022,1.00
"r[67]",2.8,0.010,0.66,1.8,2.8,4.0,4158,0.027,1.0
"r[68]",0.61,0.0053,0.32,0.20,0.56,1.2,3538,0.023,1.00
"r[69]",4.6,0.016,0.88,3.3,4.6,6.2,3060,0.020,1.00
"r[70]",1.5,0.0090,0.48,0.81,1.5,2.4,2817,0.018,1.0
"r[71]",0.54,0.0044,0.27,0.18,0.50,1.0,3611,0.024,1.0
"r[72]",2.6,0.0090,0.57,1.7,2.5,3.6,4016,0.026,1.0
"r[73]",0.97,0.0063,0.38,0.43,0.92,1.6,3646,0.024,1.0
"r[74]",0.70,0.0071,0.36,0.22,0.65,1.4,2567,0.017,1.0
"r[75]",0.66,0.0057,0.36,0.18,0.61,1.3,3972,0.026,1.0
"r[76]",0.89,0.0068,0.42,0.31,0.83,1.7,3804,0.025,1.0
"r[77]",4.1,0.012,0.77,3.0,4.1,5.5,4174,0.027,1.0
"r[78]",0.31,0.0037,0.19,0.085,0.27,0.66,2516,0.016,1.0
"r[79]",0.72,0.0043,0.26,0.34,0.69,1.2,3697,0.024,1.0
"r[80]",0.75,0.0046,0.28,0.35,0.73,1.3,3627,0.024,1.0
"r[81]",1.7,0.0081,0.48,0.98,1.7,2.6,3536,0.023,1.00
"r[82]",1.2,0.0068,0.41,0.57,1.1,1.9,3602,0.023,1.0
"r[83]",1.0,0.0059,0.34,0.52,0.97,1.6,3330,0.022,1.0
"r[84]",1.8,0.0071,0.44,1.1,1.7,2.6,3969,0.026,1.00
"r[85]",0.24,0.0022,0.14,0.068,0.21,0.51,4150,0.027,1.0
"r[86]",1.6,0.0069,0.40,0.96,1.5,2.3,3400,0.022,1.00
"r[87]",0.77,0.0062,0.31,0.32,0.73,1.3,2473,0.016,1.00
"r[88]",0.96,0.0059,0.37,0.45,0.92,1.7,3949,0.026,1.0
"r[89]",1.6,0.0086,0.50,0.92,1.6,2.5,3430,0.022,1.00
"r[90]",0.57,0.0047,0.31,0.16,0.52,1.2,4504,0.029,1.0
"r[91]",0.92,0.0077,0.48,0.26,0.86,1.8,3970,0.026,1.0
